referer,id,mandante,visitante,placar,liga,country,round,year,data,bookmaker,HO_Close,DO_Close,AO_Close,HO_Open,DO_Open,AO_Open,Pinnacle_-0.25_AH_H_Open,Pinnacle_-0.25_AH_H_Close,Pinnacle_+0.25_AH_A_Open,Pinnacle_+0.25_AH_A_Close,Pinnacle_+0_AH_H_Open,Pinnacle_+0_AH_H_Close,Pinnacle_-0_AH_A_Open,Pinnacle_-0_AH_A_Close,Pinnacle_+0.25_AH_H_Open,Pinnacle_+0.25_AH_H_Close,Pinnacle_-0.25_AH_A_Open,Pinnacle_-0.25_AH_A_Close,Pinnacle_+0.5_AH_H_Open,Pinnacle_+0.5_AH_H_Close,Pinnacle_-0.5_AH_A_Open,Pinnacle_-0.5_AH_A_Close,Pinnacle_+0.75_AH_H_Open,Pinnacle_+0.75_AH_H_Close,Pinnacle_-0.75_AH_A_Open,Pinnacle_-0.75_AH_A_Close,Pinnacle_+1_AH_H_Open,Pinnacle_+1_AH_H_Close,Pinnacle_-1_AH_A_Open,Pinnacle_-1_AH_A_Close,Pinnacle_+1.25_AH_H_Open,Pinnacle_+1.25_AH_H_Close,Pinnacle_-1.25_AH_A_Open,Pinnacle_-1.25_AH_A_Close,Pinnacle_+1.5_AH_H_Open,Pinnacle_+1.5_AH_H_Close,Pinnacle_-1.5_AH_A_Open,Pinnacle_-1.5_AH_A_Close,Pinnacle_+1.75_AH_H_Open,Pinnacle_+1.75_AH_H_Close,Pinnacle_-1.75_AH_A_Open,Pinnacle_-1.75_AH_A_Close,Pinnacle_+2_AH_H_Open,Pinnacle_+2_AH_H_Close,Pinnacle_-2_AH_A_Open,Pinnacle_-2_AH_A_Close,Pinnacle_+2.25_AH_H_Open,Pinnacle_+2.25_AH_H_Close,Pinnacle_-2.25_AH_A_Open,Pinnacle_-2.25_AH_A_Close,Pinnacle_+2.5_AH_H_Open,Pinnacle_+2.5_AH_H_Close,Pinnacle_-2.5_AH_A_Open,Pinnacle_-2.5_AH_A_Close,Pinnacle_-4_AH_H_Open,Pinnacle_-4_AH_H_Close,Pinnacle_+4_AH_A_Open,Pinnacle_+4_AH_A_Close,Pinnacle_-3.75_AH_H_Open,Pinnacle_-3.75_AH_H_Close,Pinnacle_+3.75_AH_A_Open,Pinnacle_+3.75_AH_A_Close,Pinnacle_-3.5_AH_H_Open,Pinnacle_-3.5_AH_H_Close,Pinnacle_+3.5_AH_A_Open,Pinnacle_+3.5_AH_A_Close,Pinnacle_-3.25_AH_H_Open,Pinnacle_-3.25_AH_H_Close,Pinnacle_+3.25_AH_A_Open,Pinnacle_+3.25_AH_A_Close,Pinnacle_-3_AH_H_Open,Pinnacle_-3_AH_H_Close,Pinnacle_+3_AH_A_Open,Pinnacle_+3_AH_A_Close,Pinnacle_+3.75_AH_H_Open,Pinnacle_+3.75_AH_H_Close,Pinnacle_-3.75_AH_A_Open,Pinnacle_-3.75_AH_A_Close,Pinnacle_+4_AH_H_Open,Pinnacle_+4_AH_H_Close,Pinnacle_-4_AH_A_Open,Pinnacle_-4_AH_A_Close,Pinnacle_+4.25_AH_H_Open,Pinnacle_+4.25_AH_H_Close,Pinnacle_-4.25_AH_A_Open,Pinnacle_-4.25_AH_A_Close,Pinnacle_+4.5_AH_H_Open,Pinnacle_+4.5_AH_H_Close,Pinnacle_-4.5_AH_A_Open,Pinnacle_-4.5_AH_A_Close,Pinnacle_+4.75_AH_H_Open,Pinnacle_+4.75_AH_H_Close,Pinnacle_-4.75_AH_A_Open,Pinnacle_-4.75_AH_A_Close,Pinnacle_-1.25_AH_H_Open,Pinnacle_-1.25_AH_H_Close,Pinnacle_+1.25_AH_A_Open,Pinnacle_+1.25_AH_A_Close,Pinnacle_-1_AH_H_Open,Pinnacle_-1_AH_H_Close,Pinnacle_+1_AH_A_Open,Pinnacle_+1_AH_A_Close,Pinnacle_-0.75_AH_H_Open,Pinnacle_-0.75_AH_H_Close,Pinnacle_+0.75_AH_A_Open,Pinnacle_+0.75_AH_A_Close,Pinnacle_-0.5_AH_H_Open,Pinnacle_-0.5_AH_H_Close,Pinnacle_+0.5_AH_A_Open,Pinnacle_+0.5_AH_A_Close,Pinnacle_-2_AH_H_Open,Pinnacle_-2_AH_H_Close,Pinnacle_+2_AH_A_Open,Pinnacle_+2_AH_A_Close,Pinnacle_-1.75_AH_H_Open,Pinnacle_-1.75_AH_H_Close,Pinnacle_+1.75_AH_A_Open,Pinnacle_+1.75_AH_A_Close,Pinnacle_-1.5_AH_H_Open,Pinnacle_-1.5_AH_H_Close,Pinnacle_+1.5_AH_A_Open,Pinnacle_+1.5_AH_A_Close,Pinnacle_-2.75_AH_H_Open,Pinnacle_-2.75_AH_H_Close,Pinnacle_+2.75_AH_A_Open,Pinnacle_+2.75_AH_A_Close,Pinnacle_-2.5_AH_H_Open,Pinnacle_-2.5_AH_H_Close,Pinnacle_+2.5_AH_A_Open,Pinnacle_+2.5_AH_A_Close,Pinnacle_-2.25_AH_H_Open,Pinnacle_-2.25_AH_H_Close,Pinnacle_+2.25_AH_A_Open,Pinnacle_+2.25_AH_A_Close,Pinnacle_-4.25_AH_H_Open,Pinnacle_-4.25_AH_H_Close,Pinnacle_+4.25_AH_A_Open,Pinnacle_+4.25_AH_A_Close,Pinnacle_+2.75_AH_H_Open,Pinnacle_+2.75_AH_H_Close,Pinnacle_-2.75_AH_A_Open,Pinnacle_-2.75_AH_A_Close,Pinnacle_+5_AH_H_Open,Pinnacle_+5_AH_H_Close,Pinnacle_-5_AH_A_Open,Pinnacle_-5_AH_A_Close,Pinnacle_+5.25_AH_H_Open,Pinnacle_+5.25_AH_H_Close,Pinnacle_-5.25_AH_A_Open,Pinnacle_-5.25_AH_A_Close
/football/andorra/primera-divisio/atletic-escaldes-esperanca/,8lUvLJVJ,Atletic Escaldes,Esperanca,3:1,primera-divisio,andorra,main,2023,2023-11-12,Pinnacle,1.06,10.85,18.74,1.06,10.03,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.44,1.51,1.46,2.39,2.20,1.48,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,1.93,1.68,1.79,1.84,1.72,1.87,1.97,1.63,1.54,2.11,2.25,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/inter-escaldes-atletic-america/,8dO3dzgJ,Inter Escaldes,Atletic America,6:0,primera-divisio,andorra,main,2023,2023-11-12,Pinnacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,2.46,1.60,1.45,1.91,2.12,1.81,1.63,2.30,1.91,1.51,1.80,2.30,1.71,1.51,1.99,2.07,1.46,1.65,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,2.40,1.47,1.47,,,,,,,,,,,,
/football/andorra/primera-divisio/ordino-pas-de-la-casa/,U5PacGwD,Ordino,Pas de la Casa,1:0,primera-divisio,andorra,main,2023,2023-11-12,Pinnacle,1.53,4.11,4.79,1.59,3.96,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20,2.12,1.57,1.65,1.98,1.87,1.76,1.87,1.72,1.65,1.96,2.12,1.57,1.51,2.17,2.36,,,,,,,,,2.42,2.36,1.46,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/ue-santa-coloma-fc-santa-coloma/,zqQebdO6,UE Santa Coloma,FC Santa Coloma,1:2,primera-divisio,andorra,main,2023,2023-11-12,Pinnacle,3.78,3.17,1.90,3.01,2.87,2.27,2.57,2.85,1.43,1.36,2.16,2.76,1.61,1.38,1.77,2.14,1.96,1.64,1.56,1.84,2.27,1.90,1.38,1.61,2.71,2.19,1.36,1.38,2.82,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/carroi-penya/,nuTrKwoQ,Carroi,Penya,0:2,primera-divisio,andorra,main,2023,2023-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/atletic-america-ordino/,WjTv2vPs,Atletic America,Ordino,1:2,primera-divisio,andorra,main,2023,2023-11-05,Pinnacle,10.97,6.34,1.17,9.80,5.66,1.19,,,,,,,,,,,,,,,,,,,,,,,,,2.45,2.55,1.45,1.43,2.09,2.28,1.63,1.53,1.89,2.05,1.83,1.68,1.64,1.82,2.09,1.91,1.49,1.62,2.35,2.16,1.53,1.49,2.28,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.44,2.42,2.52,,,,,,,,
/football/andorra/primera-divisio/esperanca-inter-escaldes/,0QXr1bvl,Esperanca,Inter Escaldes,0:2,primera-divisio,andorra,main,2023,2023-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,2.28,1.53,1.52,2.07,2.08,1.66,1.65,2.12,1.86,1.59,1.85,1.93,1.70,1.75,2.01,1.79,1.56,1.93,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,1.56,2.13,2.13,1.50,1.51,2.31,2.22
/football/andorra/primera-divisio/pas-de-la-casa-fc-santa-coloma/,UssD6KGQ,Pas de la Casa,FC Santa Coloma,0:5,primera-divisio,andorra,main,2023,2023-11-05,Pinnacle,9.23,5.25,1.23,8.46,5.09,1.24,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.29,1.56,1.53,1.93,1.98,1.77,1.73,1.71,1.79,1.97,1.94,1.50,1.56,2.31,2.28,1.43,1.43,2.56,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/ue-santa-coloma-carroi/,MuMiax90,UE Santa Coloma,Carroi,3:0,primera-divisio,andorra,main,2023,2023-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/penya-atletic-escaldes/,vHWn0Igf,Penya,Atletic Escaldes,1:1,primera-divisio,andorra,main,2023,2023-11-04,Pinnacle,4.11,3.84,1.66,4.25,3.69,1.55,,,,,,,,,2.60,2.48,1.41,1.46,2.16,2.12,1.53,1.65,1.95,1.91,1.68,1.83,1.74,1.67,1.94,2.09,1.54,1.51,2.18,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/atletic-escaldes-carroi/,nJi8701K,Atletic Escaldes,Carroi,8:1,primera-divisio,andorra,main,2023,2023-10-29,Pinnacle,1.10,8.37,13.37,1.18,6.30,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.46,1.49,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,1.50,1.78,2.35,,,,,,,,,2.38,2.12,1.49,1.64,2.39,1.92,1.48,1.81,2.17,1.71,1.60,2.01,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/fc-santa-coloma-atletic-america/,rk1Ipwf7,FC Santa Coloma,Atletic America,4:0,primera-divisio,andorra,main,2023,2023-10-29,Pinnacle,1.04,12.04,21.59,1.07,9.62,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,2.21,1.46,1.56,2.28,1.99,1.51,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.43,2.56,2.56,,,,,,,,,1.98,1.78,1.70,1.94,1.81,1.62,1.91,2.13,1.61,1.46,2.14,2.45,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/inter-escaldes-penya/,zql48tnE,Inter Escaldes,Penya,4:2,primera-divisio,andorra,main,2023,2023-10-29,Pinnacle,1.33,4.83,6.92,1.21,5.21,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.74,2.31,1.99,1.38,1.50,2.76,2.39,,,,,,,,,2.07,2.73,1.60,1.39,1.83,2.25,1.83,1.58,1.64,1.98,2.01,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/pas-de-la-casa-ue-santa-coloma/,QD6DoJv1,Pas de la Casa,UE Santa Coloma,1:5,primera-divisio,andorra,main,2023,2023-10-29,Pinnacle,5.87,4.18,1.44,5.91,4.47,1.39,,,,,,,,,,,,,2.48,2.56,1.46,1.43,2.47,2.33,1.46,1.52,2.20,2.04,1.60,1.70,1.89,1.78,1.83,1.97,1.69,1.60,2.04,2.21,1.52,1.43,2.32,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/ordino-esperanca/,Mu0Mqc9D,Ordino,Esperanca,4:0,primera-divisio,andorra,main,2023,2023-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/carroi-inter-escaldes/,h085muAl,Carroi,Inter Escaldes,1:6,primera-divisio,andorra,main,2023,2023-10-22,Pinnacle,16.69,7.99,1.10,10.13,6.38,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2.47,1.63,1.46,1.88,2.20,1.83,1.60,1.67,1.89,2.05,1.83,1.53,1.69,2.27,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.52,2.53,2.32,,,,,,,,
/football/andorra/primera-divisio/esperanca-fc-santa-coloma/,YFRYh1nR,Esperanca,FC Santa Coloma,0:5,primera-divisio,andorra,main,2023,2023-10-22,Pinnacle,15.02,6.31,1.14,8.58,5.13,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.26,1.77,1.54,1.73,2.02,1.95,1.70,1.51,1.75,2.29,1.99,1.40,1.55,2.64,2.28,1.46,1.43,2.46,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/penya-ordino/,vc41lLfr,Penya,Ordino,2:1,primera-divisio,andorra,main,2023,2023-10-22,Pinnacle,1.80,3.60,3.67,2.45,3.04,2.45,2.12,1.58,1.57,2.24,1.83,1.37,1.83,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,2.44,1.37,1.48,2.60,2.03,1.41,1.71,2.40,1.80,1.43,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/ue-santa-coloma-atletic-escaldes/,nN79naPf,UE Santa Coloma,Atletic Escaldes,2:1,primera-divisio,andorra,main,2023,2023-10-22,Pinnacle,2.08,2.88,3.60,2.32,2.92,2.75,2.01,1.78,1.69,1.97,1.67,1.46,2.00,2.55,1.47,1.32,2.34,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.98,1.34,1.33,2.71,2.42,1.35,1.48,2.29,2.06,1.51,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/atletic-america-pas-de-la-casa/,fPSUgsXK,Atletic America,Pas de la Casa,1:3,primera-divisio,andorra,main,2023,2023-10-21,Pinnacle,5.36,4.20,1.47,4.21,3.80,1.61,,,,,,,,,,,,,2.15,2.52,1.60,1.45,1.96,2.26,1.78,1.57,1.69,1.99,2.01,1.77,1.52,1.72,2.26,2.02,1.55,1.56,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/atletic-america-ue-santa-coloma/,CSXWYuee,Atletic America,UE Santa Coloma,0:1,primera-divisio,andorra,main,2023,2023-10-08,Pinnacle,17.24,7.69,1.10,7.49,4.21,1.33,,,,,,,,,,,,,,,,,,,,,,,,,1.90,2.36,1.83,1.49,1.66,2.00,2.05,1.70,1.48,2.38,2.36,1.49,1.40,2.11,2.66,1.65,1.39,1.82,2.67,1.91,1.57,1.63,2.22,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.47,2.57,2.45,,,,,,,,
/football/andorra/primera-divisio/fc-santa-coloma-penya/,KhyuXJP7,FC Santa Coloma,Penya,0:1,primera-divisio,andorra,main,2023,2023-10-08,Pinnacle,1.34,5.04,6.13,1.23,4.90,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.77,2.21,1.98,1.42,1.53,2.53,2.36,1.40,1.40,2.63,2.67,,,,,2.25,2.55,1.52,1.44,1.93,2.22,1.74,1.57,1.71,1.98,1.93,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/inter-escaldes-atletic-escaldes/,0lERfNHE,Inter Escaldes,Atletic Escaldes,1:0,primera-divisio,andorra,main,2023,2023-10-08,Pinnacle,1.51,3.76,5.71,2.09,3.04,2.94,1.83,1.38,1.83,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.22,1.42,1.59,2.79,1.91,1.36,1.83,2.40,1.64,1.43,2.14,2.07,1.49,1.60,2.42,,,,,,,,,2.36,2.52,1.46,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/andorra/primera-divisio/ordino-carroi/,McFNe328,Ordino,Carroi,4:0,primera-divisio,andorra,main,2023,2023-10-08,Pinnacle,1.64,4.13,3.93,1.53,3.84,4.84,1.42,1.46,2.58,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.30,1.60,1.53,1.88,2.05,1.81,1.69,1.65,1.80,2.06,1.94,1.51,1.63,2.30,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
