referer,id,mandante,visitante,placar,liga,country,round,year,data,bookmaker,HO_Close,DO_Close,AO_Close,HO_Open,DO_Open,AO_Open,Pinnacle_-1_AH_H_Open,Pinnacle_-1_AH_H_Close,Pinnacle_+1_AH_A_Open,Pinnacle_+1_AH_A_Close,Pinnacle_-0.75_AH_H_Open,Pinnacle_-0.75_AH_H_Close,Pinnacle_+0.75_AH_A_Open,Pinnacle_+0.75_AH_A_Close,Pinnacle_-0.5_AH_H_Open,Pinnacle_-0.5_AH_H_Close,Pinnacle_+0.5_AH_A_Open,Pinnacle_+0.5_AH_A_Close,Pinnacle_-0.25_AH_H_Open,Pinnacle_-0.25_AH_H_Close,Pinnacle_+0.25_AH_A_Open,Pinnacle_+0.25_AH_A_Close,Pinnacle_+0_AH_H_Open,Pinnacle_+0_AH_H_Close,Pinnacle_-0_AH_A_Open,Pinnacle_-0_AH_A_Close,Pinnacle_+0.25_AH_H_Open,Pinnacle_+0.25_AH_H_Close,Pinnacle_-0.25_AH_A_Open,Pinnacle_-0.25_AH_A_Close,Pinnacle_+0.5_AH_H_Open,Pinnacle_+0.5_AH_H_Close,Pinnacle_-0.5_AH_A_Open,Pinnacle_-0.5_AH_A_Close,Pinnacle_-1.25_AH_H_Open,Pinnacle_-1.25_AH_H_Close,Pinnacle_+1.25_AH_A_Open,Pinnacle_+1.25_AH_A_Close,Pinnacle_+0.75_AH_H_Open,Pinnacle_+0.75_AH_H_Close,Pinnacle_-0.75_AH_A_Open,Pinnacle_-0.75_AH_A_Close,Pinnacle_+1_AH_H_Open,Pinnacle_+1_AH_H_Close,Pinnacle_-1_AH_A_Open,Pinnacle_-1_AH_A_Close,Pinnacle_+1.25_AH_H_Open,Pinnacle_+1.25_AH_H_Close,Pinnacle_-1.25_AH_A_Open,Pinnacle_-1.25_AH_A_Close,Pinnacle_+1.5_AH_H_Open,Pinnacle_+1.5_AH_H_Close,Pinnacle_-1.5_AH_A_Open,Pinnacle_-1.5_AH_A_Close,Pinnacle_-1.75_AH_H_Open,Pinnacle_-1.75_AH_H_Close,Pinnacle_+1.75_AH_A_Open,Pinnacle_+1.75_AH_A_Close,Pinnacle_-1.5_AH_H_Open,Pinnacle_-1.5_AH_H_Close,Pinnacle_+1.5_AH_A_Open,Pinnacle_+1.5_AH_A_Close,Pinnacle_-2_AH_H_Open,Pinnacle_-2_AH_H_Close,Pinnacle_+2_AH_A_Open,Pinnacle_+2_AH_A_Close,Pinnacle_+1.75_AH_H_Open,Pinnacle_+1.75_AH_H_Close,Pinnacle_-1.75_AH_A_Open,Pinnacle_-1.75_AH_A_Close,Pinnacle_+2_AH_H_Open,Pinnacle_+2_AH_H_Close,Pinnacle_-2_AH_A_Open,Pinnacle_-2_AH_A_Close,Pinnacle_-2.5_AH_H_Open,Pinnacle_-2.5_AH_H_Close,Pinnacle_+2.5_AH_A_Open,Pinnacle_+2.5_AH_A_Close,Pinnacle_-2.25_AH_H_Open,Pinnacle_-2.25_AH_H_Close,Pinnacle_+2.25_AH_A_Open,Pinnacle_+2.25_AH_A_Close,Pinnacle_+2.25_AH_H_Open,Pinnacle_+2.25_AH_H_Close,Pinnacle_-2.25_AH_A_Open,Pinnacle_-2.25_AH_A_Close,Pinnacle_+2.5_AH_H_Open,Pinnacle_+2.5_AH_H_Close,Pinnacle_-2.5_AH_A_Open,Pinnacle_-2.5_AH_A_Close,Pinnacle_+2.75_AH_H_Open,Pinnacle_+2.75_AH_H_Close,Pinnacle_-2.75_AH_A_Open,Pinnacle_-2.75_AH_A_Close,Pinnacle_+3_AH_H_Open,Pinnacle_+3_AH_H_Close,Pinnacle_-3_AH_A_Open,Pinnacle_-3_AH_A_Close
/football/malta/premier-league/marsaxlokk-valletta/,ShTekPJj,Marsaxlokk,Valletta,0:1,premier-league,malta,main,2023,2023-10-22,Pinnacle,2.40,2.97,3.14,2.38,3.01,2.76,,,,,2.81,2.84,1.41,1.40,2.33,2.38,1.50,1.57,2.04,2.04,1.68,1.79,1.74,1.67,2.03,2.19,1.51,1.46,2.37,2.62,1.38,1.44,2.70,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/birkirkara-mosta-fc/,0rqHd7RG,Birkirkara,Mosta,0:2,premier-league,malta,main,2023,2023-10-21,Pinnacle,1.49,4.25,6.02,1.68,3.57,4.18,2.18,1.83,1.59,2.00,1.88,1.61,1.85,2.30,1.67,1.47,2.06,2.58,1.47,1.43,2.42,2.70,,,,,,,,,,,,,2.47,2.10,1.45,1.72,,,,,,,,,,,,,,,,,,,,,2.35,2.36,1.56,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/floriana-naxxar-lions/,UHmLeRtN,Floriana,Naxxar,1:1,premier-league,malta,main,2023,2023-10-21,Pinnacle,1.20,6.55,11.97,1.26,5.88,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,1.73,1.87,2.07,1.72,1.57,2.06,2.31,2.21,1.99,1.63,1.83,,,,,,,,,2.48,2.50,1.50,1.49,2.46,2.25,1.50,1.62,,,,,,,,,,,,,,,,
/football/malta/premier-league/hamrun-sliema/,EkPij54p,Hamrun,Sliema,1:1,premier-league,malta,main,2023,2023-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/santa-lucia-gudja/,88nPfodT,Santa Lucia,Gudja,0:0,premier-league,malta,main,2023,2023-10-21,Pinnacle,2.80,2.79,2.81,2.37,3.11,2.70,,,,,,,,,2.33,2.74,1.50,1.43,2.04,2.34,1.68,1.59,1.76,1.91,2.01,1.91,1.52,1.59,2.33,2.34,1.40,1.43,2.64,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/balzan-fc-floriana/,fugd1VCo,Balzan,Floriana,0:3,premier-league,malta,main,2023,2023-10-01,Pinnacle,3.88,3.23,1.98,2.94,3.01,2.31,,,,,,,,,,,,,,,,,2.12,2.78,1.65,1.42,1.76,2.14,1.99,1.70,1.56,1.84,2.29,1.98,,,,,1.39,1.62,2.70,2.28,1.36,1.40,2.97,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/gudja-gzira/,MipDcmCA,Gudja,Gzira,1:6,premier-league,malta,main,2023,2023-10-01,Pinnacle,3.82,3.53,1.90,4.38,3.51,1.68,,,,,,,,,,,,,,,,,2.40,2.82,1.46,1.41,2.47,2.22,1.47,1.65,2.08,1.92,1.68,1.90,,,,,1.85,1.68,1.88,2.16,1.60,1.45,2.21,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/naxxar-lions-santa-lucia/,YVi00kSi,Naxxar,Santa Lucia,4:0,premier-league,malta,main,2023,2023-10-01,Pinnacle,3.41,3.54,2.02,2.68,3.53,2.42,,,,,,,,,,,,,2.32,2.52,1.60,1.50,2.01,2.52,1.81,1.50,1.72,2.06,2.10,1.75,1.56,1.81,2.36,2.02,,,,,1.50,1.61,2.52,2.31,1.42,1.40,2.77,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/sirens-hamrun/,Shi4a9sb,Sirens,Hamrun,0:4,premier-league,malta,main,2023,2023-10-01,Pinnacle,13.01,5.65,1.23,8.13,4.83,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.99,1.41,1.37,2.10,2.38,1.64,1.55,1.86,2.03,1.88,1.78,,,,,,,,,,,,,1.64,1.79,2.10,2.04,1.43,1.53,2.52,2.48,,,,,,,,,1.40,1.40,2.83,2.83,,,,,,,,,,,,
/football/malta/premier-league/sliema-marsaxlokk/,vTf8bTd4,Sliema,Marsaxlokk,0:1,premier-league,malta,main,2023,2023-10-01,Pinnacle,2.96,3.07,2.46,3.18,3.27,2.14,,,,,,,,,2.81,2.89,1.41,1.39,2.71,2.48,1.41,1.51,2.34,2.09,1.56,1.73,1.93,1.75,1.87,2.10,1.68,1.55,2.12,2.43,,,,,1.49,1.38,2.46,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/hibernians-birkirkara/,tbnpfE5I,Hibernians,Birkirkara,0:1,premier-league,malta,main,2023,2023-09-30,Pinnacle,2.76,3.24,2.50,2.45,3.27,2.74,,,,,,,,,2.40,2.70,1.53,1.44,2.11,2.37,1.70,1.58,1.80,2.01,2.02,1.81,1.57,1.70,2.36,2.14,1.44,1.52,2.68,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/valletta-mosta-fc/,IN9Dxnzo,Valletta,Mosta,1:1,premier-league,malta,main,2023,2023-09-30,Pinnacle,1.96,3.41,3.72,2.02,3.38,3.47,2.88,2.72,1.38,1.43,2.32,2.23,1.59,1.64,2.02,1.96,1.79,1.85,1.75,1.70,2.04,2.14,1.48,1.43,2.54,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/birkirkara-valletta/,YXrxdzy6,Birkirkara,Valletta,1:1,premier-league,malta,main,2023,2023-09-27,Pinnacle,2.08,3.25,3.53,1.81,3.37,3.90,,,,,2.04,2.39,1.70,1.55,1.81,2.06,1.93,1.75,1.57,1.80,2.26,2.03,1.34,1.50,2.92,2.56,1.38,1.37,2.95,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/hamrun-gudja/,CIfTcd6g,Hamrun,Gudja,3:0,premier-league,malta,main,2023,2023-09-27,Pinnacle,1.37,4.50,8.43,1.23,5.16,9.19,1.34,1.58,2.84,2.36,1.42,1.44,2.75,2.70,,,,,,,,,,,,,,,,,,,,,1.55,1.85,2.26,1.97,,,,,,,,,,,,,,,,,1.97,2.43,1.73,1.53,1.78,2.09,1.97,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/marsaxlokk-sirens/,j9gXdGLa,Marsaxlokk,Sirens,3:1,premier-league,malta,main,2023,2023-09-27,Pinnacle,1.67,3.87,4.65,2.90,3.10,2.29,2.87,2.18,1.38,1.67,2.79,1.86,1.40,1.95,2.77,1.66,1.41,2.20,2.47,1.46,1.47,2.62,,,,,,,,,,,,,2.71,2.50,1.42,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/mosta-fc-sliema/,nymtefjC,Mosta,Sliema,0:3,premier-league,malta,main,2023,2023-09-27,Pinnacle,2.28,3.32,2.98,2.05,3.37,3.30,,,,,2.33,2.65,1.54,1.44,2.03,2.26,1.73,1.62,1.80,1.99,2.01,1.83,1.51,1.66,2.45,2.18,1.38,1.48,2.82,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/floriana-hibernians/,visMaIys,Floriana,Hibernians,2:0,premier-league,malta,main,2023,2023-09-26,Pinnacle,2.20,3.30,3.18,2.48,3.04,2.61,,,,,2.72,2.55,1.41,1.49,2.43,2.18,1.46,1.67,2.13,1.91,1.62,1.91,1.82,1.60,1.93,2.32,1.56,1.44,2.25,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/gzira-naxxar-lions/,IstQbxim,Gzira,Naxxar,1:1,premier-league,malta,main,2023,2023-09-26,Pinnacle,1.28,5.56,9.22,1.22,6.11,9.94,1.39,1.40,2.82,2.82,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.63,2.52,2.26,,,,,,,,,,,,,,,,,1.83,2.08,1.95,1.74,1.65,1.86,2.16,1.96,2.08,2.47,1.69,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/santa-lucia-balzan-fc/,Y94g4bTP,Santa Lucia,Balzan,0:1,premier-league,malta,main,2023,2023-09-26,Pinnacle,4.76,3.80,1.67,4.36,3.69,1.63,,,,,,,,,,,,,,,,,,,,,2.53,2.63,1.43,1.46,2.14,2.20,1.61,1.66,,,,,1.93,1.96,1.81,1.86,1.66,1.68,2.06,2.17,1.50,1.51,2.33,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/gudja-marsaxlokk/,K60k5vEJ,Gudja,Marsaxlokk,1:1,premier-league,malta,main,2023,2023-09-24,Pinnacle,3.64,3.25,2.04,3.11,3.18,2.13,,,,,,,,,,,,,,,,,2.29,2.62,1.56,1.46,1.88,2.06,1.85,1.75,1.65,1.79,2.11,2.04,,,,,1.47,1.58,2.46,2.37,1.40,1.37,2.82,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/sliema-valletta/,63C7teyJ,Sliema,Valletta,1:0,premier-league,malta,main,2023,2023-09-24,Pinnacle,3.53,3.56,1.97,3.43,3.53,2.01,,,,,,,,,,,,,,,,,2.54,2.62,1.49,1.46,2.06,2.11,1.75,1.71,1.82,1.85,2.01,1.97,,,,,1.60,1.63,2.31,2.26,1.39,1.41,2.88,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/balzan-fc-gzira/,AyJbrH66,Balzan,Gzira,1:0,premier-league,malta,main,2023,2023-09-23,Pinnacle,2.16,3.23,3.33,2.67,3.09,2.41,,,,,2.78,2.50,1.41,1.50,2.61,2.14,1.40,1.69,2.30,1.87,1.54,1.95,1.97,1.56,1.78,2.41,1.65,1.41,2.07,2.82,1.49,1.40,2.36,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/floriana-birkirkara/,xOKjpwxf,Floriana,Birkirkara,2:0,premier-league,malta,main,2023,2023-09-23,Pinnacle,2.93,2.68,2.80,2.79,2.99,2.37,,,,,,,,,2.72,2.86,1.37,1.40,2.39,2.42,1.50,1.55,2.04,1.95,1.73,1.87,1.68,1.60,2.03,2.32,1.50,1.43,2.33,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/hibernians-santa-lucia/,WpKfqci0,Hibernians,Santa Lucia,3:2,premier-league,malta,main,2023,2023-09-23,Pinnacle,1.35,4.84,8.12,1.28,5.00,7.38,1.41,1.51,2.58,2.48,,,,,,,,,,,,,,,,,,,,,,,,,1.63,1.74,2.13,2.07,,,,,,,,,,,,,,,,,2.05,2.23,1.67,1.64,1.85,1.98,1.89,1.85,2.41,2.68,1.47,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/naxxar-lions-hamrun/,SCD3syMC,Naxxar,Hamrun,0:4,premier-league,malta,main,2023,2023-09-23,Pinnacle,24.79,11.36,1.07,20.55,11.50,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.69,1.46,1.43,2.68,2.49,1.38,1.50,,,,,,,,,2.20,2.06,1.58,1.74,1.93,1.83,1.79,1.98,1.72,1.63,1.98,2.23,1.52,1.44,2.29,2.67
/football/malta/premier-league/sirens-mosta-fc/,QmHnoJMm,Sirens,Mosta,1:1,premier-league,malta,main,2023,2023-09-22,Pinnacle,3.39,3.46,2.05,3.45,3.32,1.91,,,,,,,,,,,,,2.89,2.90,1.39,1.39,2.58,2.52,1.41,1.52,2.07,2.05,1.66,1.79,1.82,1.77,1.93,2.03,,,,,1.60,1.57,2.16,2.33,1.40,1.50,2.63,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/birkirkara-sliema/,zB4hzhb5,Birkirkara,Sliema,1:0,premier-league,malta,main,2023,2023-09-17,Pinnacle,1.56,4.50,4.80,1.39,4.76,6.85,1.59,1.92,2.32,1.90,1.45,1.68,2.63,2.16,1.55,1.54,2.39,2.41,,,,,,,,,,,,,,,,,1.83,2.19,1.97,1.67,,,,,,,,,,,,,,,,,,,,,2.05,2.44,1.74,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/mosta-fc-gudja/,4jd9W9cU,Mosta,Gudja,0:0,premier-league,malta,main,2023,2023-09-17,Pinnacle,1.81,3.62,4.11,1.76,3.49,3.86,2.31,2.42,1.51,1.53,1.96,2.03,1.74,1.78,1.77,1.81,1.99,2.02,1.54,1.58,2.29,2.36,1.32,1.35,2.94,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/santa-lucia-floriana/,UX3dZBDB,Santa Lucia,Floriana,0:4,premier-league,malta,main,2023,2023-09-17,Pinnacle,4.73,3.69,1.68,4.08,3.49,1.72,,,,,,,,,,,,,,,,,,,,,2.34,2.58,1.50,1.47,1.99,2.16,1.71,1.67,,,,,1.79,1.93,1.95,1.89,1.53,1.64,2.30,2.22,1.41,1.48,2.59,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/valletta-sirens/,8O20YVSH,Valletta,Sirens,2:0,premier-league,malta,main,2023,2023-09-17,Pinnacle,1.71,3.53,4.78,1.65,3.48,4.47,2.17,2.28,1.60,1.61,1.86,1.93,1.88,1.88,1.65,1.70,2.09,2.12,1.44,1.48,2.49,2.54,,,,,,,,,,,,,2.47,2.61,1.45,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/gzira-hibernians/,Qac5XkrO,Gzira,Hibernians,0:4,premier-league,malta,main,2023,2023-09-16,Pinnacle,2.84,3.59,2.27,2.13,3.18,3.02,,,,,,,,,,,,,1.87,2.44,1.87,1.52,1.56,2.13,2.24,1.70,1.41,1.83,2.59,2.00,1.46,1.63,2.60,2.25,,,,,1.43,1.46,2.71,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/hamrun-balzan-fc/,tCXEigTu,Hamrun,Balzan,1:0,premier-league,malta,main,2023,2023-09-16,Pinnacle,1.68,3.72,4.75,1.61,3.50,4.79,2.09,2.19,1.65,1.65,1.80,1.88,1.94,1.94,1.60,1.66,2.17,2.18,1.40,1.46,2.61,2.60,,,,,,,,,,,,,2.39,2.51,1.48,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/malta/premier-league/marsaxlokk-naxxar-lions/,hnyJjDrn,Marsaxlokk,Naxxar,5:1,premier-league,malta,main,2023,2023-09-15,Pinnacle,1.47,4.88,5.30,1.48,4.39,5.74,1.75,1.72,2.04,2.10,1.57,1.56,2.31,2.36,,,,,,,,,,,,,,,,,,,,,2.03,1.99,1.79,1.84,,,,,,,,,,,,,,,,,2.62,2.55,1.45,1.49,2.26,2.21,1.62,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
