referer,id,mandante,visitante,placar,liga,country,round,year,data,bookmaker,HO_Close,DO_Close,AO_Close,HO_Open,DO_Open,AO_Open,Pinnacle_-0.75_AH_H_Open,Pinnacle_-0.75_AH_H_Close,Pinnacle_+0.75_AH_A_Open,Pinnacle_+0.75_AH_A_Close,Pinnacle_-0.5_AH_H_Open,Pinnacle_-0.5_AH_H_Close,Pinnacle_+0.5_AH_A_Open,Pinnacle_+0.5_AH_A_Close,Pinnacle_-0.25_AH_H_Open,Pinnacle_-0.25_AH_H_Close,Pinnacle_+0.25_AH_A_Open,Pinnacle_+0.25_AH_A_Close,Pinnacle_+0_AH_H_Open,Pinnacle_+0_AH_H_Close,Pinnacle_-0_AH_A_Open,Pinnacle_-0_AH_A_Close,Pinnacle_+0.25_AH_H_Open,Pinnacle_+0.25_AH_H_Close,Pinnacle_-0.25_AH_A_Open,Pinnacle_-0.25_AH_A_Close,Pinnacle_-1.75_AH_H_Open,Pinnacle_-1.75_AH_H_Close,Pinnacle_+1.75_AH_A_Open,Pinnacle_+1.75_AH_A_Close,Pinnacle_-1.5_AH_H_Open,Pinnacle_-1.5_AH_H_Close,Pinnacle_+1.5_AH_A_Open,Pinnacle_+1.5_AH_A_Close,Pinnacle_-1.25_AH_H_Open,Pinnacle_-1.25_AH_H_Close,Pinnacle_+1.25_AH_A_Open,Pinnacle_+1.25_AH_A_Close,Pinnacle_-1_AH_H_Open,Pinnacle_-1_AH_H_Close,Pinnacle_+1_AH_A_Open,Pinnacle_+1_AH_A_Close,Pinnacle_+0.5_AH_H_Open,Pinnacle_+0.5_AH_H_Close,Pinnacle_-0.5_AH_A_Open,Pinnacle_-0.5_AH_A_Close,Pinnacle_+0.75_AH_H_Open,Pinnacle_+0.75_AH_H_Close,Pinnacle_-0.75_AH_A_Open,Pinnacle_-0.75_AH_A_Close,Pinnacle_+1_AH_H_Open,Pinnacle_+1_AH_H_Close,Pinnacle_-1_AH_A_Open,Pinnacle_-1_AH_A_Close,Pinnacle_+1.25_AH_H_Open,Pinnacle_+1.25_AH_H_Close,Pinnacle_-1.25_AH_A_Open,Pinnacle_-1.25_AH_A_Close,Pinnacle_+1.5_AH_H_Open,Pinnacle_+1.5_AH_H_Close,Pinnacle_-1.5_AH_A_Open,Pinnacle_-1.5_AH_A_Close,Pinnacle_-2.25_AH_H_Open,Pinnacle_-2.25_AH_H_Close,Pinnacle_+2.25_AH_A_Open,Pinnacle_+2.25_AH_A_Close,Pinnacle_-2_AH_H_Open,Pinnacle_-2_AH_H_Close,Pinnacle_+2_AH_A_Open,Pinnacle_+2_AH_A_Close,Pinnacle_-2.75_AH_H_Open,Pinnacle_-2.75_AH_H_Close,Pinnacle_+2.75_AH_A_Open,Pinnacle_+2.75_AH_A_Close,Pinnacle_-2.5_AH_H_Open,Pinnacle_-2.5_AH_H_Close,Pinnacle_+2.5_AH_A_Open,Pinnacle_+2.5_AH_A_Close,Pinnacle_+1.75_AH_H_Open,Pinnacle_+1.75_AH_H_Close,Pinnacle_-1.75_AH_A_Open,Pinnacle_-1.75_AH_A_Close
/football/montenegro/prva-crnogorska-liga/mornar-bar-petrovac/,CGPbzVHr,Mornar Bar,Petrovac,0:0,prva-crnogorska-liga,montenegro,main,2023,2023-09-27,Pinnacle,2.66,2.56,3.28,2.40,2.81,2.93,,,,,2.37,2.59,1.50,1.47,2.07,2.17,1.71,1.68,1.67,1.72,2.05,2.14,1.45,1.46,2.46,2.69,,,,,,,,,,,,,,,,,1.34,1.33,3.08,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/sutjeska-jezero/,vTGFWnH7,Sutjeska,Jezero,1:1,prva-crnogorska-liga,montenegro,main,2023,2023-09-27,Pinnacle,1.54,3.92,6.00,1.46,3.81,5.94,1.57,1.67,2.23,2.19,1.44,1.52,2.49,2.46,,,,,,,,,,,,,,,,,2.28,2.48,1.52,1.51,2.04,2.21,1.68,1.66,1.79,1.92,1.96,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/arsenal-tivat-decic/,2szPtXvF,Arsenal Tivat,Decic,0:1,prva-crnogorska-liga,montenegro,main,2023,2023-09-23,Pinnacle,3.73,2.92,2.17,3.05,2.82,2.32,,,,,,,,,2.56,3.09,1.42,1.35,2.14,2.59,1.61,1.49,1.76,1.99,2.00,1.84,,,,,,,,,,,,,,,,,1.53,1.69,2.30,2.15,1.37,1.49,2.74,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/buducnost-petrovac/,A7wXvB9R,Buducnost,Petrovac,2:1,prva-crnogorska-liga,montenegro,main,2023,2023-09-23,Pinnacle,1.53,3.87,6.20,1.46,3.92,5.67,1.56,1.65,2.23,2.21,1.44,1.52,2.48,2.47,,,,,,,,,,,,,,,,,2.24,2.39,1.54,1.54,2.01,2.14,1.70,1.69,1.77,1.88,1.98,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jedinstvo-mladost-dg/,tYYSuifL,Jedinstvo,Mladost DG,2:1,prva-crnogorska-liga,montenegro,main,2023,2023-09-23,Pinnacle,2.34,3.01,3.17,2.25,2.94,3.02,2.63,2.74,1.40,1.42,2.23,2.31,1.56,1.59,1.95,2.00,1.79,1.83,1.60,1.63,2.17,2.23,1.42,1.44,2.56,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jezero-mornar-bar/,6FtGrgA2,Jezero,Mornar Bar,0:1,prva-crnogorska-liga,montenegro,main,2023,2023-09-23,Pinnacle,2.45,2.75,3.33,2.21,2.78,3.32,2.59,2.95,1.41,1.38,2.19,2.43,1.59,1.55,1.89,2.06,1.85,1.78,1.52,1.64,2.33,2.24,1.36,1.43,2.78,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/sutjeska-rudar/,KIpKsDP8,Sutjeska,Rudar,1:0,prva-crnogorska-liga,montenegro,main,2023,2023-09-23,Pinnacle,1.44,4.67,6.14,1.34,4.52,7.27,1.40,1.51,2.68,2.47,,,,,,,,,,,,,,,,,2.24,2.40,1.56,1.54,1.97,2.11,1.75,1.72,1.76,1.90,1.99,1.92,1.52,1.66,2.37,2.21,,,,,,,,,,,,,,,,,,,,,2.53,2.49,1.46,1.46,2.72,2.57,1.43,1.48,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/decic-sutjeska/,ELgUKkIe,Decic,Sutjeska,0:4,prva-crnogorska-liga,montenegro,main,2023,2023-09-17,Pinnacle,2.49,2.90,3.09,2.70,3.01,2.49,2.69,2.98,1.43,1.37,2.64,2.46,1.41,1.54,2.31,2.11,1.55,1.75,1.95,1.71,1.79,2.13,1.65,1.48,2.13,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mladost-dg-arsenal-tivat/,naNXLV2k,Mladost DG,Arsenal Tivat,2:1,prva-crnogorska-liga,montenegro,main,2023,2023-09-16,Pinnacle,3.02,2.95,2.50,2.08,2.91,3.43,,,,,2.07,2.94,1.66,1.38,1.80,2.54,1.95,1.51,1.47,2.11,2.46,1.74,1.33,1.72,2.89,2.10,,,,,,,,,,,,,,,,,1.40,1.52,2.79,2.44,1.37,1.37,2.96,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mornar-bar-buducnost/,jTy2RiuS,Mornar Bar,Buducnost,0:0,prva-crnogorska-liga,montenegro,main,2023,2023-09-16,Pinnacle,5.70,3.72,1.60,3.57,3.08,1.96,,,,,,,,,,,,,,,,,2.03,2.54,1.68,1.47,,,,,,,,,,,,,,,,,1.77,2.33,1.98,1.57,1.55,2.06,2.26,1.75,1.35,1.78,2.81,2.06,1.52,1.57,2.47,2.39,1.45,1.44,2.66,2.69,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/petrovac-jedinstvo/,88OTMBmq,Petrovac,Jedinstvo,1:1,prva-crnogorska-liga,montenegro,main,2023,2023-09-16,Pinnacle,1.80,3.41,4.50,1.79,3.25,4.02,2.01,2.03,1.70,1.78,1.80,1.80,1.94,2.03,1.55,1.56,2.27,2.42,1.31,1.31,2.99,3.28,,,,,,,,,,,,,2.71,2.67,1.43,1.45,2.42,2.45,1.47,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/rudar-jezero/,hChYJ9X1,Rudar,Jezero,0:1,prva-crnogorska-liga,montenegro,main,2023,2023-09-16,Pinnacle,2.57,2.73,3.17,2.54,2.75,2.88,3.05,3.05,1.35,1.35,2.49,2.52,1.46,1.50,2.14,2.13,1.64,1.70,1.76,1.72,2.00,2.14,1.50,1.48,2.42,2.63,,,,,,,,,,,,,,,,,1.37,1.35,2.81,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/arsenal-tivat-petrovac/,f1rgTDAF,Arsenal Tivat,Petrovac,2:2,prva-crnogorska-liga,montenegro,main,2023,2023-09-03,Pinnacle,2.66,2.87,2.88,2.53,2.84,2.73,,,,,2.47,2.60,1.45,1.47,2.14,2.23,1.61,1.65,1.79,1.83,1.95,1.99,1.53,1.56,2.32,2.41,,,,,,,,,,,,,,,,,1.39,1.41,2.67,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jedinstvo-buducnost/,xQXcSXPL,Jedinstvo,Buducnost,1:4,prva-crnogorska-liga,montenegro,main,2023,2023-09-03,Pinnacle,4.94,3.53,1.71,3.99,3.12,1.87,,,,,,,,,,,,,,,,,2.19,2.59,1.61,1.47,,,,,,,,,,,,,,,,,1.87,2.15,1.87,1.69,1.65,1.90,2.13,1.92,1.42,1.62,2.60,2.28,1.42,1.46,2.72,2.62,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jezero-decic/,nyuoVZu3,Jezero,Decic,0:0,prva-crnogorska-liga,montenegro,main,2023,2023-09-03,Pinnacle,3.01,2.95,2.50,2.76,2.76,2.57,,,,,2.69,2.93,1.38,1.38,2.33,2.54,1.52,1.51,1.94,2.11,1.81,1.74,1.60,1.72,2.17,2.11,,,,,,,,,,,,,,,,,1.43,1.52,2.52,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/rudar-mornar-bar/,8ptsWFQd,Rudar,Mornar Bar,0:0,prva-crnogorska-liga,montenegro,main,2023,2023-09-03,Pinnacle,2.43,2.98,3.09,3.06,2.82,2.31,2.91,2.91,1.38,1.38,2.61,2.40,1.46,1.56,2.57,2.07,1.41,1.78,2.16,1.69,1.61,2.15,1.77,1.48,1.98,2.57,,,,,,,,,,,,,,,,,1.54,1.39,2.28,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/sutjeska-mladost-dg/,GAqkUge9,Sutjeska,Mladost DG,3:3,prva-crnogorska-liga,montenegro,main,2023,2023-09-03,Pinnacle,1.47,4.05,6.97,1.34,4.35,7.10,1.41,1.58,2.60,2.36,1.49,1.46,2.53,2.63,,,,,,,,,,,,,2.27,2.74,1.53,1.43,1.99,2.34,1.71,1.57,1.79,2.07,1.96,1.75,1.53,1.79,2.30,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/buducnost-arsenal-tivat/,OIyNQKlH,Buducnost,Arsenal Tivat,2:0,prva-crnogorska-liga,montenegro,main,2023,2023-08-26,Pinnacle,1.48,4.06,6.67,1.40,4.10,6.27,1.48,1.59,2.38,2.34,1.46,1.46,2.62,2.62,,,,,,,,,,,,,,,,,2.13,2.32,1.62,1.57,1.92,2.07,1.83,1.75,1.64,1.80,2.10,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/decic-rudar/,6u2b7Wmd,Decic,Rudar,0:1,prva-crnogorska-liga,montenegro,main,2023,2023-08-26,Pinnacle,1.57,3.54,6.07,1.58,3.50,5.09,1.76,1.72,2.00,2.06,1.57,1.55,2.22,2.34,1.38,1.37,2.71,2.92,,,,,,,,,,,,,2.61,2.70,1.46,1.42,2.30,2.39,1.52,1.55,2.01,2.05,1.70,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mornar-bar-jedinstvo/,6ssIR0ZA,Mornar Bar,Jedinstvo,4:3,prva-crnogorska-liga,montenegro,main,2023,2023-08-26,Pinnacle,2.14,2.89,3.28,1.75,3.23,4.30,2.00,2.50,1.76,1.44,1.74,2.12,1.96,1.63,1.50,1.83,2.33,1.88,1.29,1.51,3.18,2.35,1.37,1.36,2.98,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/petrovac-sutjeska/,0raj9hJq,Petrovac,Sutjeska,1:1,prva-crnogorska-liga,montenegro,main,2023,2023-08-26,Pinnacle,3.39,3.50,2.04,3.27,3.15,2.08,,,,,,,,,,,,,2.40,2.50,1.51,1.50,1.94,2.04,1.80,1.77,,,,,,,,,,,,,,,,,1.69,1.79,2.06,2.04,1.50,1.58,2.38,2.35,1.40,1.38,2.87,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mladost-dg-jezero/,f5bf8CYk,Mladost DG,Jezero,1:2,prva-crnogorska-liga,montenegro,main,2023,2023-08-25,Pinnacle,2.29,2.97,3.37,2.19,3.14,3.28,2.54,2.71,1.48,1.43,2.17,2.27,1.67,1.63,1.89,1.94,1.91,1.88,1.57,1.59,2.36,2.35,1.41,1.41,2.77,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/arsenal-tivat-jedinstvo/,SjrEStK4,Arsenal Tivat,Jedinstvo,2:2,prva-crnogorska-liga,montenegro,main,2023,2023-08-20,Pinnacle,2.03,3.18,3.79,2.24,2.89,3.10,2.62,2.36,1.40,1.58,2.22,2.03,1.57,1.80,1.93,1.74,1.81,2.09,1.58,1.44,2.21,2.69,,,,,,,,,,,,,,,,,2.83,2.99,1.40,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/decic-mornar-bar/,bBjcWOKu,Decic,Mornar Bar,3:1,prva-crnogorska-liga,montenegro,main,2023,2023-08-20,Pinnacle,1.69,3.19,6.08,2.07,2.85,3.57,2.40,1.91,1.47,1.91,2.05,1.68,1.67,2.18,1.78,1.43,1.97,2.72,,,,,,,,,,,,,,,,,2.84,2.68,1.37,1.44,2.86,2.31,1.36,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jezero-petrovac/,KQv6U2kh,Jezero,Petrovac,2:0,prva-crnogorska-liga,montenegro,main,2023,2023-08-20,Pinnacle,2.65,2.99,2.78,2.46,2.86,2.80,,,,,2.40,2.59,1.47,1.47,2.08,2.24,1.65,1.64,1.75,1.86,2.01,1.96,1.50,1.58,2.38,2.35,,,,,,,,,,,,,,,,,1.37,1.43,2.73,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/rudar-mladost-dg/,x2k1Vrzn,Rudar,Mladost DG,0:0,prva-crnogorska-liga,montenegro,main,2023,2023-08-20,Pinnacle,2.96,2.88,2.60,2.56,2.88,2.93,,,,,2.51,2.88,1.49,1.39,2.15,2.48,1.68,1.53,1.78,2.05,2.04,1.79,1.53,1.68,2.47,2.18,,,,,,,,,,,,,,,,,1.39,1.49,2.86,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/sutjeska-buducnost/,YTrATM4b,Sutjeska,Buducnost,1:2,prva-crnogorska-liga,montenegro,main,2023,2023-08-20,Pinnacle,2.36,3.23,2.84,2.02,2.99,3.62,2.34,2.75,1.53,1.41,2.02,2.34,1.74,1.57,1.72,2.05,2.01,1.76,1.43,1.71,2.59,2.07,1.34,1.51,2.95,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/buducnost-jezero/,nXQrD1KH,Buducnost,Jezero,1:1,prva-crnogorska-liga,montenegro,main,2023,2023-08-13,Pinnacle,1.47,3.91,7.31,1.48,3.83,5.58,1.60,1.61,2.18,2.29,1.46,1.45,2.43,2.64,1.37,1.36,2.99,3.01,,,,,,,,,2.60,2.81,1.46,1.39,2.30,2.63,1.51,1.46,2.06,2.28,1.66,1.62,1.82,1.91,1.93,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jedinstvo-sutjeska/,YTMvEs5B,Jedinstvo,Sutjeska,0:0,prva-crnogorska-liga,montenegro,main,2023,2023-08-13,Pinnacle,4.16,3.62,1.80,5.84,3.85,1.48,,,,,,,,,,,,,2.81,2.75,1.40,1.43,2.52,2.36,1.45,1.56,,,,,,,,,,,,,,,,,2.48,2.01,1.46,1.79,2.22,1.81,1.60,2.03,1.94,1.56,1.80,2.40,1.68,1.44,2.06,2.70,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mladost-dg-decic/,8nFiBukU,Mladost DG,Decic,0:2,prva-crnogorska-liga,montenegro,main,2023,2023-08-13,Pinnacle,3.16,2.89,2.36,2.64,2.99,2.75,,,,,,,,,2.23,2.64,1.63,1.44,1.86,2.20,1.94,1.64,1.58,1.79,2.33,2.01,,,,,,,,,,,,,,,,,1.43,1.57,2.68,2.34,1.50,1.40,2.52,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mornar-bar-arsenal-tivat/,v7NzFNk5,Mornar Bar,Arsenal Tivat,0:1,prva-crnogorska-liga,montenegro,main,2023,2023-08-12,Pinnacle,2.64,2.89,2.89,2.50,2.87,3.03,,,,,2.45,2.58,1.51,1.48,2.10,2.22,1.71,1.65,1.74,1.83,2.11,2.00,1.50,1.55,2.54,2.42,,,,,,,,,,,,,,,,,1.37,1.41,2.95,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/petrovac-rudar/,UeGmCLZN,Petrovac,Rudar,2:0,prva-crnogorska-liga,montenegro,main,2023,2023-08-12,Pinnacle,1.67,3.68,5.01,1.84,3.27,3.91,2.08,1.87,1.68,1.95,1.84,1.65,1.90,2.21,1.59,1.45,2.22,2.67,,,,,,,,,,,,,,,,,2.43,2.57,1.48,1.48,2.50,2.22,1.45,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/buducnost-decic/,6a08FZOI,Buducnost,Decic,1:1,prva-crnogorska-liga,montenegro,main,2023,2023-08-09,Pinnacle,1.89,3.49,3.91,1.97,3.52,3.48,2.24,2.13,1.63,1.70,1.97,1.89,1.83,1.93,1.71,1.64,2.09,2.24,1.46,1.39,2.59,2.88,,,,,,,,,,,,,,,,,2.73,2.55,1.42,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/decic-petrovac/,ARVJI5jt,Decic,Petrovac,1:2,prva-crnogorska-liga,montenegro,main,2023,2023-08-06,Pinnacle,1.95,3.19,4.07,1.95,3.07,3.74,2.24,2.24,1.58,1.64,1.95,1.95,1.79,1.87,1.67,1.67,2.08,2.19,1.40,1.39,2.70,2.90,,,,,,,,,,,,,,,,,2.80,2.79,1.37,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/sutjeska-arsenal-tivat/,0GOWF3za,Sutjeska,Arsenal Tivat,2:2,prva-crnogorska-liga,montenegro,main,2023,2023-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jezero-jedinstvo/,ruURGqLh,Jezero,Jedinstvo,1:0,prva-crnogorska-liga,montenegro,main,2023,2023-08-05,Pinnacle,2.23,3.27,3.15,2.09,3.13,3.25,2.41,2.62,1.49,1.46,2.08,2.21,1.68,1.66,1.81,1.93,1.93,1.89,1.52,1.61,2.38,2.29,1.38,1.45,2.76,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mladost-dg-mornar-bar/,lOPhNorP,Mladost DG,Mornar Bar,1:1,prva-crnogorska-liga,montenegro,main,2023,2023-08-05,Pinnacle,2.96,2.92,2.56,2.61,2.93,2.75,,,,,2.55,2.88,1.46,1.39,2.21,2.49,1.62,1.53,1.85,2.06,1.95,1.78,1.56,1.69,2.33,2.15,,,,,,,,,,,,,,,,,1.41,1.50,2.69,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/rudar-buducnost/,4lVNHP5n,Rudar,Buducnost,0:4,prva-crnogorska-liga,montenegro,main,2023,2023-08-05,Pinnacle,4.05,3.39,1.89,3.77,3.28,1.83,,,,,,,,,,,,,2.81,2.95,1.35,1.38,2.18,2.26,1.59,1.63,,,,,,,,,,,,,,,,,1.89,1.93,1.85,1.89,1.66,1.70,2.07,2.13,1.44,1.48,2.49,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/arsenal-tivat-jezero/,bZd0Hef6,Arsenal Tivat,Jezero,2:2,prva-crnogorska-liga,montenegro,main,2023,2023-07-30,Pinnacle,2.31,2.71,3.72,2.46,2.75,2.92,3.10,2.73,1.34,1.43,2.41,2.28,1.47,1.62,2.07,1.93,1.66,1.89,1.72,1.53,2.06,2.49,1.47,1.36,2.46,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mornar-bar-sutjeska/,GA7eIyu0,Mornar Bar,Sutjeska,1:1,prva-crnogorska-liga,montenegro,main,2023,2023-07-30,Pinnacle,3.89,2.94,2.11,4.05,3.27,1.87,,,,,,,,,3.10,3.23,1.34,1.32,2.95,2.71,1.35,1.45,2.24,2.05,1.61,1.79,,,,,,,,,,,,,,,,,1.92,1.73,1.88,2.09,1.67,1.52,2.12,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jedinstvo-rudar/,xQe4GF9C,Jedinstvo,Rudar,1:0,prva-crnogorska-liga,montenegro,main,2023,2023-07-29,Pinnacle,2.24,3.03,3.40,2.38,3.09,2.71,2.83,2.61,1.40,1.47,2.33,2.22,1.50,1.65,2.05,1.91,1.67,1.91,1.76,1.56,2.01,2.39,1.52,1.40,2.33,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/petrovac-mladost-dg/,pjaCEgvP,Petrovac,Mladost DG,1:0,prva-crnogorska-liga,montenegro,main,2023,2023-07-29,Pinnacle,2.12,3.27,3.40,2.12,3.23,3.27,2.43,2.43,1.50,1.53,2.10,2.10,1.68,1.72,1.85,1.83,1.96,1.99,1.53,1.53,2.39,2.47,1.39,1.39,2.78,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/jezero-sutjeska/,273iJHPg,Jezero,Sutjeska,0:1,prva-crnogorska-liga,montenegro,main,2023,2023-07-23,Pinnacle,4.74,3.37,1.78,4.76,3.57,1.67,,,,,,,,,,,,,,,,,2.57,2.45,1.45,1.52,,,,,,,,,,,,,,,,,2.14,2.05,1.66,1.76,1.93,1.82,1.88,2.01,1.64,1.56,2.17,2.41,1.48,1.43,2.47,2.75,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/rudar-arsenal-tivat/,8p4mKcAm,Rudar,Arsenal Tivat,0:1,prva-crnogorska-liga,montenegro,main,2023,2023-07-23,Pinnacle,2.33,3.23,3.02,2.09,3.00,3.28,2.41,2.73,1.47,1.43,2.08,2.30,1.65,1.61,1.82,2.01,1.93,1.82,1.50,1.68,2.38,2.18,1.36,1.48,2.78,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/decic-jedinstvo/,Ug5qLwes,Decic,Jedinstvo,2:1,prva-crnogorska-liga,montenegro,main,2023,2023-07-22,Pinnacle,1.61,3.72,5.55,1.72,3.35,4.20,1.96,1.78,1.79,2.06,1.71,1.60,1.99,2.33,1.50,1.40,2.35,2.85,,,,,,,,,,,,,,,,,2.59,2.40,1.41,1.54,2.30,2.07,1.53,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/football/montenegro/prva-crnogorska-liga/mladost-dg-buducnost/,QP0OPJnQ,Mladost DG,Buducnost,2:1,prva-crnogorska-liga,montenegro,main,2023,2023-07-22,Pinnacle,6.41,4.24,1.47,6.54,4.26,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.35,1.55,1.56,2.09,2.07,1.73,1.75,1.82,1.81,2.01,2.03,1.63,1.63,2.25,2.27,,,,,,,,,,,,,,,,,1.47,1.46,2.61,2.64
/football/montenegro/prva-crnogorska-liga/petrovac-mornar-bar/,nZ1KQaXJ,Petrovac,Mornar Bar,0:0,prva-crnogorska-liga,montenegro,main,2023,2023-07-22,Pinnacle,2.23,2.96,3.51,2.40,2.88,2.86,2.90,2.61,1.38,1.46,2.35,2.21,1.50,1.66,2.04,1.89,1.68,1.93,1.71,1.54,2.06,2.45,1.48,1.38,2.43,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
