team_home,team_away,home_expectancy_op,away_expectancy_op,success_op,error_op,team_home,team_away,home_expectancy_cls,away_expectancy_cls,success_cls,error_cls
Merida AD,Linares,1.2655019481978163,0.8973508903937064,True,5.498524841396938e-10,Merida AD,Linares,1.3087654186329598,0.8268822696706448,True,1.644234427290828e-11
Castellon,Malaga,0.9760204320877542,0.9135393581071584,True,8.79520796602195e-12,Castellon,Malaga,0.9249138184253791,1.0290697286070958,True,1.4448129945828517e-11
Atl. Madrid B,Antequera,1.1432676503803703,0.8577284191839816,True,6.569509607782372e-12,Atl. Madrid B,Antequera,1.236267026187463,0.7382679873593048,True,2.378885149106747e-10
Cordoba,UD Ibiza,1.0875026285079514,0.8528898719444082,True,5.2640897557523985e-12,Cordoba,UD Ibiza,1.0397207946152687,0.8781183291520746,True,6.852709705606988e-12
San Fernando,Ceuta,1.1503193205722297,0.8230831319190198,True,5.629824402362071e-12,San Fernando,Ceuta,0.9741671145633167,0.9496583641895089,True,1.0653945048750908e-11
Alcoyano,Sanluqueno,1.4185937623910725,0.660141695055333,True,2.889589978066685e-11,Alcoyano,Sanluqueno,1.1141173813191299,0.7866039960902441,True,2.2019411806066292e-10
Granada CF B,Murcia,0.9063321922585108,1.0741868005145154,True,1.9415839035715544e-11,Granada CF B,Murcia,0.7711609486160103,1.1096351467013306,True,2.6859104186911213e-10
Real Madrid B,Melilla,1.7413691842582557,0.63506321411003,True,7.990852492193948e-13,Real Madrid B,Melilla,1.667472844221282,0.5884170898795373,True,1.5114659655015787e-10
Baleares,Algeciras,1.3185509185966953,0.7101756060891543,True,3.203530815101169e-10,Baleares,Algeciras,1.1903267597356146,0.8275432706142317,True,5.906307828873047e-12
Recreativo Huelva,CF Intercity,0.995473442073715,0.8939625493938974,True,8.459231342804524e-12,Recreativo Huelva,CF Intercity,1.0105069635231474,0.853074836902889,True,6.423745189946291e-12
UD Ibiza,Baleares,1.4466328300438116,0.7479487906523705,True,3.358595325296632e-13,UD Ibiza,Baleares,1.2778625114489948,0.6767802999206469,True,1.7011066715484213e-10
Sanluqueno,Merida AD,0.9760204320877542,0.9135393581071584,True,8.79520796602195e-12,Sanluqueno,Merida AD,1.0876460258760259,0.83947417317708,True,2.502462814420394e-11
Murcia,Cordoba,1.2630735149406214,0.8597445466865751,True,7.163199777747134e-10,Murcia,Cordoba,1.2737150747233261,0.8577114195029744,True,1.3667191646433207e-09
Malaga,Atl. Madrid B,1.7981379324357427,0.594249042658744,True,3.199537978585006e-11,Malaga,Atl. Madrid B,1.6740920229716432,0.7066935122694679,True,6.213350375142059e-14
Linares,Granada CF B,1.3349053889913016,0.9166633548671961,True,1.0339802006358468e-11,Linares,Granada CF B,1.0777477533031334,1.0455012216996784,True,1.3576155539186947e-11
Melilla,Castellon,1.0272030656139404,0.9994281543120112,True,1.1675130932412312e-11,Melilla,Castellon,0.9188879715070293,1.0391307627118802,True,1.5203041626217368e-11
CF Intercity,Alcoyano,1.1613347721904683,0.8358903868120598,True,5.910589864483177e-12,CF Intercity,Alcoyano,1.033152761932513,0.9091113892787507,True,8.450726789332558e-12
Antequera,Real Madrid B,1.0955675824568702,1.1318507459888794,True,2.3150860897364136e-11,Antequera,Real Madrid B,0.990215994402032,1.0576251790518252,True,1.7775420984514816e-11
Algeciras,San Fernando,1.184821184513408,0.9148723991620191,True,4.655391399269373e-12,Algeciras,San Fernando,1.1906086285232658,0.7840211027821058,True,6.409717163144606e-11
Ceuta,Recreativo Huelva,1.296727639854892,1.0276760831832603,True,1.725846558241424e-11,Ceuta,Recreativo Huelva,1.1526843713173875,0.9046297318520999,True,6.790168840033454e-12
Granada CF B,Algeciras,1.0338473378919282,1.0253573730813612,True,1.3012732010591412e-11,Granada CF B,Algeciras,0.9417677346869096,0.7424402127075201,True,1.0573865414649721e-09
Linares,Real Madrid B,0.8681862776712922,1.1304848310444595,True,2.6506725323491788e-11,Linares,Real Madrid B,1.13212813539633,1.1991615561349054,True,1.3233781786214628e-09
Recreativo Huelva,Antequera,1.3354681634173862,0.7507983480336813,True,1.6800813694241127e-11,Recreativo Huelva,Antequera,1.250127421994564,0.7602841514804288,True,1.7723794031495382e-09
Murcia,Sanluqueno,1.4390686372932544,0.6807889002042804,True,3.6212732625703045e-12,Murcia,Sanluqueno,1.5026674524590748,0.6751667065952616,True,1.5753333342362072e-16
Merida AD,Melilla,1.288711941495701,0.7722975561393202,True,1.2799918358487047e-09,Merida AD,Melilla,1.1906086285232658,0.7840211027821058,True,6.409717163144606e-11
San Fernando,Cordoba,1.0143047706923753,1.0170812507436955,True,1.3109375022509168e-11,San Fernando,Cordoba,0.979766205161727,1.0256327495103335,True,1.486913760760242e-11
Castellon,CF Intercity,1.400264744554685,0.7256183455280661,True,3.517691061195103e-11,Castellon,CF Intercity,1.6096390138332255,0.5937104876596643,True,1.840429043959494e-13
Baleares,Malaga,1.0024453973227614,0.9383258006789381,True,1.017764044609432e-11,Baleares,Malaga,0.9781189286472742,1.120751614663379,True,3.022518130293147e-11
Atl. Madrid B,Ceuta,1.1171330195463258,0.865307120236823,True,6.209598495670618e-12,Atl. Madrid B,Ceuta,1.170598763698242,0.8277467037103109,True,5.740046687864717e-12
Alcoyano,UD Ibiza,1.0467338566594218,0.9148218034490626,True,8.401817529795826e-12,Alcoyano,UD Ibiza,1.0212562858058458,0.9063946285735507,True,8.643765123929604e-12
