Country,League,Date,Home,Away,FTHG,FTAG,Pinnacle_-2.5_AH_H_Open,Pinnacle_-2.5_AH_H_Close,Pinnacle_+2.5_AH_A_Open,Pinnacle_+2.5_AH_A_Close,Pinnacle_-2.25_AH_H_Open,Pinnacle_-2.25_AH_H_Close,Pinnacle_+2.25_AH_A_Open,Pinnacle_+2.25_AH_A_Close,Pinnacle_-2_AH_H_Open,Pinnacle_-2_AH_H_Close,Pinnacle_+2_AH_A_Open,Pinnacle_+2_AH_A_Close,Pinnacle_-1.75_AH_H_Open,Pinnacle_-1.75_AH_H_Close,Pinnacle_+1.75_AH_A_Open,Pinnacle_+1.75_AH_A_Close,Pinnacle_-1.5_AH_H_Open,Pinnacle_-1.5_AH_H_Close,Pinnacle_+1.5_AH_A_Open,Pinnacle_+1.5_AH_A_Close,Pinnacle_-1.25_AH_H_Open,Pinnacle_-1.25_AH_H_Close,Pinnacle_+1.25_AH_A_Open,Pinnacle_+1.25_AH_A_Close,Pinnacle_-1_AH_H_Open,Pinnacle_-1_AH_H_Close,Pinnacle_+1_AH_A_Open,Pinnacle_+1_AH_A_Close,Pinnacle_-0.75_AH_H_Open,Pinnacle_-0.75_AH_H_Close,Pinnacle_+0.75_AH_A_Open,Pinnacle_+0.75_AH_A_Close,Pinnacle_-0.5_AH_H_Open,Pinnacle_-0.5_AH_H_Close,Pinnacle_+0.5_AH_A_Open,Pinnacle_+0.5_AH_A_Close,Pinnacle_-0.25_AH_H_Open,Pinnacle_-0.25_AH_H_Close,Pinnacle_+0.25_AH_A_Open,Pinnacle_+0.25_AH_A_Close,Pinnacle_+0_AH_H_Open,Pinnacle_+0_AH_H_Close,Pinnacle_-0_AH_A_Open,Pinnacle_-0_AH_A_Close,Pinnacle_+0.25_AH_H_Open,Pinnacle_+0.25_AH_H_Close,Pinnacle_-0.25_AH_A_Open,Pinnacle_-0.25_AH_A_Close,Pinnacle_+0.5_AH_H_Open,Pinnacle_+0.5_AH_H_Close,Pinnacle_-0.5_AH_A_Open,Pinnacle_-0.5_AH_A_Close,Pinnacle_+0.75_AH_H_Open,Pinnacle_+0.75_AH_H_Close,Pinnacle_-0.75_AH_A_Open,Pinnacle_-0.75_AH_A_Close,Pinnacle_+1_AH_H_Open,Pinnacle_+1_AH_H_Close,Pinnacle_-1_AH_A_Open,Pinnacle_-1_AH_A_Close,Pinnacle_+1.25_AH_H_Open,Pinnacle_+1.25_AH_H_Close,Pinnacle_-1.25_AH_A_Open,Pinnacle_-1.25_AH_A_Close,Pinnacle_+1.5_AH_H_Open,Pinnacle_+1.5_AH_H_Close,Pinnacle_-1.5_AH_A_Open,Pinnacle_-1.5_AH_A_Close,Pinnacle_+1.75_AH_H_Open,Pinnacle_+1.75_AH_H_Close,Pinnacle_-1.75_AH_A_Open,Pinnacle_-1.75_AH_A_Close,Pinnacle_+2_AH_H_Open,Pinnacle_+2_AH_H_Close,Pinnacle_-2_AH_A_Open,Pinnacle_-2_AH_A_Close,Pinnacle_+2.25_AH_H_Open,Pinnacle_+2.25_AH_H_Close,Pinnacle_-2.25_AH_A_Open,Pinnacle_-2.25_AH_A_Close,Pinnacle_+2.5_AH_H_Open,Pinnacle_+2.5_AH_H_Close,Pinnacle_-2.5_AH_A_Open,Pinnacle_-2.5_AH_A_Close,Pinnacle_+2.75_AH_H_Open,Pinnacle_+2.75_AH_H_Close,Pinnacle_-2.75_AH_A_Open,Pinnacle_-2.75_AH_A_Close,Pinnacle_+3_AH_H_Open,Pinnacle_+3_AH_H_Close,Pinnacle_-3_AH_A_Open,Pinnacle_-3_AH_A_Close
malta,premier-league,2023-10-21,Hamrun,Sliema,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-21,Floriana,Naxxar,1,1,2.48,2.5,1.5,1.49,2.46,2.25,1.5,1.62,2.21,1.99,1.63,1.83,1.93,1.73,1.87,2.07,1.72,1.57,2.06,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-22,Marsaxlokk,Valletta,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,2.84,1.41,1.4,2.33,2.38,1.5,1.57,2.04,2.04,1.68,1.79,1.74,1.67,2.03,2.19,1.51,1.46,2.37,2.62,1.38,1.44,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-22,Hibernians,Balzan,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2.69,2.74,1.38,1.43,2.2,2.51,1.58,1.5,1.95,2.17,1.79,1.68,1.68,1.84,2.04,1.98,1.43,1.48,2.53,2.62,1.33,1.33,3.16,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-22,Gzira,Sirens,1,0,,,,,,,,,,,,,2.23,2.57,1.56,1.48,1.99,2.31,1.77,1.58,1.73,2.08,1.96,1.74,1.5,1.84,2.34,1.99,1.42,1.64,2.72,2.25,1.51,1.51,2.49,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-28,Valletta,Hamrun,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.53,1.52,1.49,2.0,2.1,1.76,1.72,1.79,1.86,2.03,1.96,1.52,1.59,2.43,2.34,1.39,1.45,2.76,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-28,Naxxar,Hibernians,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.53,1.53,1.49,2.65,2.28,1.44,1.62,2.36,2.01,1.57,1.82,2.0,1.75,1.81,2.06,1.78,1.59,2.01,2.29,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-28,Mosta,Marsaxlokk,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,2.62,1.69,1.45,1.75,2.64,2.0,1.46,1.53,2.08,2.34,1.74,1.41,1.81,2.66,2.02,1.46,1.6,2.59,2.33,1.39,1.38,2.87,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-29,Sliema,Gzira,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,2.59,1.59,1.46,2.04,2.27,1.78,1.61,1.72,1.94,2.08,1.88,1.53,1.65,2.41,2.2,1.41,1.49,2.77,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-29,Gudja,Floriana,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.62,2.01,1.46,1.52,2.09,2.29,1.73,1.5,1.82,2.38,2.0,1.47,1.6,2.57,2.31,1.44,1.39,2.67,2.9,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-29,Sirens,Santa Lucia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.7,1.4,1.44,2.4,2.48,1.47,1.53,2.11,2.12,1.63,1.74,1.81,1.71,1.94,2.12,1.56,1.48,2.26,2.56,1.42,1.37,2.56,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-10-29,Balzan,Birkirkara,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.91,1.48,1.38,2.03,2.33,1.68,1.6,1.73,1.79,2.04,2.05,1.53,1.54,2.32,2.46,1.37,1.37,2.74,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-04,Gzira,Valletta,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,2.87,1.59,1.39,1.95,2.42,1.79,1.56,1.69,2.06,2.06,1.78,1.43,1.66,2.58,2.2,1.4,1.45,2.8,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-04,Birkirkara,Marsaxlokk,0,2,,,,,,,,,,,,,,,,,,,,,2.69,2.64,1.4,1.46,2.37,2.55,1.52,1.48,1.98,2.13,1.77,1.7,1.74,1.89,1.98,1.93,1.52,1.6,2.33,2.33,1.34,1.3,3.07,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-05,Santa Lucia,Sliema,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,3.03,1.41,1.36,2.17,2.41,1.68,1.54,1.87,2.04,1.94,1.77,1.65,1.81,2.23,2.02,1.42,1.55,2.77,2.44,1.42,1.42,2.78,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-05,Hibernians,Gudja,1,0,,,,,,,,,,,,,2.54,2.63,1.48,1.45,2.29,2.57,1.52,1.48,2.05,2.31,1.68,1.61,1.8,2.03,1.94,1.8,1.58,1.76,2.2,2.05,1.45,1.59,2.46,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-05,Hamrun,Mosta,1,1,,,,,,,,,,,,,2.23,2.45,1.57,1.52,1.98,2.13,1.77,1.7,1.73,1.89,1.96,1.93,1.5,1.62,2.34,2.28,1.44,1.47,2.67,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-05,Floriana,Sirens,3,0,,,,,,,,,2.62,2.75,1.4,1.41,2.18,2.4,1.6,1.54,1.94,2.08,1.81,1.74,1.69,1.85,2.02,1.97,1.46,1.58,2.44,2.35,1.45,1.45,2.66,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-05,Balzan,Naxxar,1,2,,,,,,,,,,,,,,,,,2.04,2.41,1.68,1.53,1.85,2.16,1.89,1.68,1.59,1.89,2.18,1.93,1.45,1.65,2.46,2.19,1.47,1.51,2.57,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-25,Sliema,Floriana,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.78,1.33,1.41,2.71,2.15,1.43,1.69,2.25,1.85,1.62,1.97,2.0,1.63,1.81,2.27,1.72,1.4,2.09,2.84,1.54,1.42,2.39,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-25,Sirens,Hibernians,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,2.48,1.52,1.51,2.33,2.09,1.5,1.73,2.08,1.86,1.65,1.96,1.83,1.6,1.92,2.32,1.6,1.45,2.17,2.64,1.46,1.46,2.43,2.63,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-25,Marsaxlokk,Hamrun,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,3.74,1.25,1.25,2.34,2.42,1.5,1.56,1.98,1.96,1.72,1.86,1.78,1.71,1.98,2.12,1.51,1.46,2.35,2.62,1.39,1.47,2.66,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-25,Gudja,Balzan,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,3.26,1.42,1.32,2.06,2.24,1.68,1.64,1.79,1.85,1.95,1.96,1.58,1.62,2.25,2.28,1.37,1.39,2.8,2.89,1.41,1.41,2.75,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-26,Mosta,Gzira,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,2.66,1.39,1.45,2.31,2.28,1.53,1.62,1.92,1.89,1.82,1.93,1.67,1.66,2.05,2.21,1.49,1.47,2.36,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-26,Valletta,Santa Lucia,1,1,,,,,,,,,,,,,2.58,2.5,1.43,1.5,2.22,2.3,1.59,1.59,1.99,2.05,1.76,1.76,1.71,1.79,2.03,2.04,1.53,1.59,2.31,2.34,1.45,1.47,2.64,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-11-26,Naxxar,Birkirkara,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.56,1.48,1.47,2.14,2.29,1.62,1.6,1.88,2.0,1.85,1.82,1.64,1.72,2.1,2.09,1.5,1.56,2.34,2.34,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-02,Balzan,Sirens,3,0,,,,,,,,,,,,,,,,,,,,,2.32,2.46,1.51,1.51,2.04,2.69,1.68,1.44,1.78,2.21,1.97,1.65,1.58,1.95,2.19,1.87,1.4,1.66,2.63,2.21,1.35,1.37,2.86,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-02,Santa Lucia,Mosta,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,2.55,1.4,1.49,2.87,2.2,1.34,1.66,2.24,1.85,1.56,1.97,1.95,1.64,1.8,2.24,1.7,1.46,2.0,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-02,Birkirkara,Hamrun,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.84,1.37,1.39,2.09,2.15,1.65,1.68,1.81,1.85,1.94,1.97,1.57,1.61,2.22,2.28,1.35,1.37,2.8,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-03,Naxxar,Gudja,2,1,,,,,,,,,,,,,,,,,,,,,2.76,2.76,1.41,1.42,2.69,2.4,1.4,1.56,2.4,1.99,1.49,1.84,2.07,1.74,1.68,2.08,1.8,1.51,1.95,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-03,Hibernians,Sliema,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,2.79,1.45,1.41,2.17,2.61,1.62,1.47,1.93,2.21,1.81,1.65,1.65,1.78,2.12,2.05,1.49,1.51,2.42,2.54,1.37,1.37,2.98,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-03,Gzira,Marsaxlokk,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,2.86,1.51,1.4,2.01,2.4,1.7,1.56,1.77,2.02,1.98,1.81,1.47,1.59,2.45,2.34,1.34,1.39,2.83,2.89,1.43,1.34,2.71,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-03,Floriana,Valletta,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.68,1.37,1.44,2.2,2.14,1.58,1.7,1.93,1.87,1.81,1.95,1.65,1.59,2.09,2.33,1.38,1.32,2.7,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-09,Valletta,Hibernians,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,3.02,1.41,1.36,2.25,2.56,1.56,1.5,1.9,2.06,1.84,1.78,1.59,1.65,2.18,2.23,1.43,1.46,2.51,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-09,Sliema,Balzan,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2.85,2.96,1.39,1.37,2.32,2.56,1.52,1.48,2.0,2.17,1.73,1.68,1.75,1.83,2.0,1.99,1.47,1.47,2.51,2.67,1.35,1.32,2.9,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-09,Mosta,Floriana,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,2.45,1.56,1.52,1.96,2.12,1.79,1.71,1.68,1.8,2.08,2.03,1.51,1.61,2.35,2.3,1.41,1.43,2.63,2.72,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-10,Marsaxlokk,Santa Lucia,3,0,,,,,,,,,,,,,,,,,2.4,2.52,1.47,1.5,2.15,2.33,1.61,1.57,1.88,2.05,1.85,1.76,1.64,1.79,2.1,2.05,1.49,1.61,2.35,2.3,1.42,1.39,2.78,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-10,Sirens,Naxxar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.82,1.45,1.41,2.8,2.44,1.4,1.53,2.76,2.16,1.38,1.68,2.36,1.86,1.53,1.96,1.9,1.63,1.84,2.27,1.65,1.48,2.11,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-13,Hamrun,Gzira,2,1,,,,,,,,,,,,,,,,,2.68,2.62,1.44,1.46,2.67,2.31,1.39,1.6,2.35,1.99,1.51,1.83,1.98,1.7,1.77,2.14,1.72,1.53,1.98,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-13,Gudja,Birkirkara,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,2.41,1.45,1.54,2.24,2.13,1.58,1.7,1.93,1.83,1.81,1.99,1.67,1.61,2.09,2.31,1.51,1.47,2.36,2.6,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-16,Gudja,Sirens,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,,1.44,,2.54,,1.49,,2.14,,1.69,,1.78,,2.06,,1.57,,2.38,,1.4,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-16,Birkirkara,Gzira,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,1.37,,2.35,,1.58,,2.03,,1.81,,1.74,,2.09,,1.44,,2.68,,1.35,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-16,Balzan,Valletta,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,,1.48,,2.15,,1.68,,1.8,,2.03,,1.59,,2.32,,1.41,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-17,Santa Lucia,Hamrun,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,1.43,,2.39,,1.57,,1.97,,1.85,,1.72,,2.1,,1.53,,2.41,,1.39,,2.88,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-17,Naxxar,Sliema,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,1.34,,2.51,,1.5,,2.1,,1.72,,1.85,,1.97,,1.57,,2.38,,1.43,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-17,Hibernians,Mosta,0,0,,,,,,,,,,,,,,,,,,,,,,2.53,,1.49,,2.19,,1.67,,1.85,,1.97,,1.64,,2.23,,1.43,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta,premier-league,2023-12-17,Floriana,Marsaxlokk,3,2,,,,,,,,,,,,,,,,,,,,,,2.57,,1.48,,2.2,,1.66,,1.83,,1.99,,1.62,,2.28,,1.41,,2.81,,1.34,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
