team_home,team_away,home_expectancy_op,away_expectancy_op,success_op,error_op,team_home,team_away,home_expectancy_cls,away_expectancy_cls,success_cls,error_cls
Vitoria ES,Ceilandia,0.9307942559089089,1.1019763377685459,True,2.631270303385858e-11,Vitoria ES,Ceilandia,0.879269741879395,0.8267509393257235,True,4.687687932740333e-10
ASA,Nacional de Patos,1.1188902689222375,0.7536027784577485,True,7.109421229570997e-11,ASA,Nacional de Patos,1.2388674206197412,0.6788898255870734,True,1.6927010766451263e-11
Camboriu,Maringa FC,0.9105520818475022,0.8120157912676331,True,3.3788546661648976e-10,Camboriu,Maringa FC,1.0339342129523088,0.8111441998552179,True,1.5015071714546462e-09
Maranhao,Tuna Luso,1.1600151100130562,0.8486672698804093,True,6.520671417741836e-12,Maranhao,Tuna Luso,1.1564913824125567,0.5571015059594726,True,9.73236979486329e-10
Ferroviaria,Hercilio Luz,0.9885740343411782,0.7549035481850627,True,1.1151371692929824e-09,Ferroviaria,Hercilio Luz,0.9256329399618329,0.5738816800382919,True,1.866330079306028e-11
Inter de Limeira,SER Caxias,0.8976834995156461,0.7146633705852471,True,8.980542562866283e-10,Inter de Limeira,SER Caxias,1.0526521367885877,0.7541225179075618,True,2.7920779780989407e-09
Falcon,Sousa,0.9717142712064564,0.9070047623965646,True,7.98916256216501e-12,Falcon,Sousa,1.0706720680335085,0.7364512377336924,True,5.138904274018155e-10
Potiguar,Bahia de Feira,1.1055471477441796,0.753613000385498,True,1.685467477641241e-11,Potiguar,Bahia de Feira,0.9613806741375248,0.6508827873353868,True,9.166965718680988e-10
Parnahyba,Nacional-AM,0.8515300828413201,1.1233763606211644,True,1.995842584495936e-11,Parnahyba,Nacional-AM,0.870217950255462,0.8923794131117186,True,5.2972086091253946e-11
Pacajus,Retro,1.090274246938705,0.8862960562164337,True,6.910516276587385e-12,Pacajus,Retro,1.049065452421507,0.9214314770967255,True,8.607958174850393e-12
Operario VG,Portuguesa RJ,1.3683242209819257,0.7874578813988685,True,9.854231083967307e-10,Operario VG,Portuguesa RJ,0.9303713903284117,0.7289537460200417,True,1.1090623611012802e-09
Brasiliense,Athletic Club,1.637583693252009,0.7155826745073645,True,1.916619990001334e-15,Brasiliense,Athletic Club,0.9479164670386211,0.7360039148470882,True,1.11744854483844e-09
Brasil de Pelotas,Patrocinense,1.1527757014858397,0.6764908925547457,True,1.6468368789300928e-10,Brasil de Pelotas,Patrocinense,1.164093422467758,0.6751007825816775,True,1.4289339804955504e-10
Princesa do Solimoes,Ferroviario,0.9314122325740545,1.033553532807721,True,1.5394286713744263e-11,Princesa do Solimoes,Ferroviario,0.7490173634076036,1.0155821218119114,True,7.313023328728678e-11
Democrata GV,Anapolis,0.9865550749948855,0.8692188636952349,True,5.98706618260938e-12,Democrata GV,Anapolis,1.1324997629117088,0.779912777636887,True,2.579218989278535e-10
Aguia De Maraba,Atletico-CE,1.2494118681900952,0.7601131834475029,True,1.7819048886965682e-09,Aguia De Maraba,Atletico-CE,1.2385301854190862,0.6480700628308801,True,1.4797591083787225e-09
Athletic Club,Brasiliense,1.0739755050434179,0.8681567836018351,True,5.627942255548195e-12,Athletic Club,Brasiliense,1.1137843309279236,0.7100045431018661,True,7.319039650564206e-11
Bahia de Feira,Potiguar,1.113816732540708,0.7189002361035735,True,3.0143491797334924e-10,Bahia de Feira,Potiguar,1.3807291366162413,0.5765675464912622,True,3.970753710143528e-11
Ferroviario,Princesa do Solimoes,1.6111951772357642,0.6474170896970167,True,7.18071571888358e-11,Ferroviario,Princesa do Solimoes,1.7160182060420315,0.5304168192429541,True,2.8848267488868246e-09
Hercilio Luz,Ferroviaria,1.193954320342161,0.6568353131742444,True,2.126139855948873e-10,Hercilio Luz,Ferroviaria,0.9642045118219857,0.5008027707877185,True,4.027192584166313e-11
Ceilandia,Vitoria ES,1.8182545457004746,0.6682848444117875,True,1.7833204029245802e-13,Ceilandia,Vitoria ES,1.6146201461654928,0.7153741390526984,True,3.216467893462148e-14
Portuguesa RJ,Operario VG,1.257759729845395,0.8181709843256408,True,4.344524454576153e-10,Portuguesa RJ,Operario VG,1.594455977236424,0.6077541550958651,True,5.2165505672243605e-11
Anapolis,Democrata GV,1.44089897552365,0.6448544840325943,True,9.192055360269717e-11,Anapolis,Democrata GV,1.4577463156797192,0.5834860118949199,True,2.451898715454126e-10
Tuna Luso,Maranhao,1.3922213035895556,0.7412976607169982,True,5.691583413723289e-11,Tuna Luso,Maranhao,1.179808308989874,0.8134089275465636,True,5.099301107638432e-12
Sousa,Falcon,1.3939266737475313,0.6932159912947914,True,1.8550387330260708e-10,Sousa,Falcon,1.4912461263847434,0.7925236626988756,True,5.742794453065856e-10
SER Caxias,Inter de Limeira,1.212034530889892,0.6066969944144417,True,4.9743463659850553e-11,SER Caxias,Inter de Limeira,1.3117866253503754,0.5452841180145239,True,9.336578835356457e-10
Retro,Pacajus,1.4460452322025201,0.759982975818229,True,1.468277449006211e-14,Retro,Pacajus,1.4770133974540318,0.6948251052210997,True,6.51835092523604e-11
Patrocinense,Brasil de Pelotas,1.0318016461317903,0.6531561582757105,True,7.379839762623592e-10,Patrocinense,Brasil de Pelotas,1.1293408874641988,0.5986524432361127,True,2.664850484660134e-09
Nacional de Patos,ASA,1.1194299978350257,0.7250350601054418,True,2.3646235226050737e-11,Nacional de Patos,ASA,1.326962929207345,0.7979114209604737,True,2.678641340128976e-11
