Country,League,Date,Home,Away,FTHG,FTAG,Pinnacle_-2.25_AH_H_Open,Pinnacle_-2.25_AH_H_Close,Pinnacle_+2.25_AH_A_Open,Pinnacle_+2.25_AH_A_Close,Pinnacle_-2_AH_H_Open,Pinnacle_-2_AH_H_Close,Pinnacle_+2_AH_A_Open,Pinnacle_+2_AH_A_Close,Pinnacle_-1.75_AH_H_Open,Pinnacle_-1.75_AH_H_Close,Pinnacle_+1.75_AH_A_Open,Pinnacle_+1.75_AH_A_Close,Pinnacle_-1.5_AH_H_Open,Pinnacle_-1.5_AH_H_Close,Pinnacle_+1.5_AH_A_Open,Pinnacle_+1.5_AH_A_Close,Pinnacle_-1.25_AH_H_Open,Pinnacle_-1.25_AH_H_Close,Pinnacle_+1.25_AH_A_Open,Pinnacle_+1.25_AH_A_Close,Pinnacle_-1_AH_H_Open,Pinnacle_-1_AH_H_Close,Pinnacle_+1_AH_A_Open,Pinnacle_+1_AH_A_Close,Pinnacle_-0.75_AH_H_Open,Pinnacle_-0.75_AH_H_Close,Pinnacle_+0.75_AH_A_Open,Pinnacle_+0.75_AH_A_Close,Pinnacle_-0.5_AH_H_Open,Pinnacle_-0.5_AH_H_Close,Pinnacle_+0.5_AH_A_Open,Pinnacle_+0.5_AH_A_Close,Pinnacle_-0.25_AH_H_Open,Pinnacle_-0.25_AH_H_Close,Pinnacle_+0.25_AH_A_Open,Pinnacle_+0.25_AH_A_Close,Pinnacle_+0_AH_H_Open,Pinnacle_+0_AH_H_Close,Pinnacle_-0_AH_A_Open,Pinnacle_-0_AH_A_Close,Pinnacle_+0.25_AH_H_Open,Pinnacle_+0.25_AH_H_Close,Pinnacle_-0.25_AH_A_Open,Pinnacle_-0.25_AH_A_Close,Pinnacle_+0.5_AH_H_Open,Pinnacle_+0.5_AH_H_Close,Pinnacle_-0.5_AH_A_Open,Pinnacle_-0.5_AH_A_Close,Pinnacle_+0.75_AH_H_Open,Pinnacle_+0.75_AH_H_Close,Pinnacle_-0.75_AH_A_Open,Pinnacle_-0.75_AH_A_Close,Pinnacle_+1_AH_H_Open,Pinnacle_+1_AH_H_Close,Pinnacle_-1_AH_A_Open,Pinnacle_-1_AH_A_Close,Pinnacle_+1.25_AH_H_Open,Pinnacle_+1.25_AH_H_Close,Pinnacle_-1.25_AH_A_Open,Pinnacle_-1.25_AH_A_Close,Pinnacle_+1.5_AH_H_Open,Pinnacle_+1.5_AH_H_Close,Pinnacle_-1.5_AH_A_Open,Pinnacle_-1.5_AH_A_Close,Pinnacle_+1.75_AH_H_Open,Pinnacle_+1.75_AH_H_Close,Pinnacle_-1.75_AH_A_Open,Pinnacle_-1.75_AH_A_Close
algeria,ligue-1,2023-11-17,Oran,Khenchela,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2.85,2.69,1.41,1.46,2.62,2.24,1.43,1.66,2.28,1.9,1.59,1.95,1.91,1.52,1.86,2.57,1.61,1.36,2.23,3.12,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-17,MC Alger,Saoura,4,0,,,,,,,,,,,,,2.63,2.58,1.47,1.5,2.33,2.25,1.52,1.66,2.02,1.89,1.72,1.96,1.75,1.62,2.05,2.32,1.56,1.47,2.3,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-17,Constantine,Magra,0,1,,,,,2.28,2.86,1.56,1.41,1.94,2.31,1.81,1.63,2.59,2.02,1.44,1.84,2.34,1.75,1.52,2.11,2.04,1.48,1.7,2.64,1.78,1.4,2.01,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-17,El Bayadh,US Souf,4,0,,,,,,,,,,,,,2.4,2.42,1.51,1.56,2.11,2.11,1.68,1.74,1.81,1.79,1.97,2.08,1.57,1.56,2.31,2.45,1.44,1.43,2.62,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-18,Ben Aknoun,Paradou,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,2.96,1.84,1.39,1.58,2.2,2.24,1.68,1.42,1.87,2.61,1.99,1.39,1.63,2.92,2.31,1.33,1.39,3.06,2.98,,,,,,,,,,,,
algeria,ligue-1,2023-11-18,Biskra,USM Alger,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,2.61,1.76,1.49,1.71,2.25,2.03,1.66,1.4,1.85,2.67,2.0,1.34,1.58,3.03,2.41,1.39,1.43,2.93,2.8,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-18,ASO Chlef,ES Setif,2,1,,,,,,,,,,,,,,,,,2.7,2.72,1.4,1.36,2.36,2.52,1.53,1.42,1.98,2.03,1.8,1.67,1.71,1.78,2.02,1.93,1.48,1.53,2.44,2.29,1.29,1.27,3.43,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-19,CR Belouizdad,Kabylie,1,0,,,,,,,,,,,,,2.71,2.84,1.44,1.42,2.57,2.52,1.45,1.52,2.53,2.14,1.46,1.72,2.05,1.8,1.72,2.07,1.8,1.6,1.98,2.37,1.54,1.41,2.38,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-24,Paradou,Constantine,0,0,,,,,,,,,,,,,,,,,,,,,2.51,3.0,1.53,1.38,2.05,2.32,1.8,1.63,1.78,1.98,2.04,1.87,1.53,1.68,2.46,2.22,1.29,1.38,3.52,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-24,Magra,El Bayadh,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.53,1.56,1.51,2.07,2.13,1.78,1.74,1.74,1.81,2.1,2.06,1.4,1.46,2.88,2.77,1.32,1.32,3.32,3.34,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-25,US Souf,MC Alger,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.73,1.6,1.45,1.86,2.2,1.81,1.68,1.64,1.92,2.18,1.93,1.4,1.6,2.75,2.38,1.47,1.43,2.62,2.78,,,,,,,,
algeria,ligue-1,2023-11-25,Saoura,ASO Chlef,3,2,,,,,,,,,,,,,,,,,,,,,2.36,3.19,1.59,1.34,1.94,2.42,1.89,1.57,1.7,2.06,2.15,1.81,1.47,1.74,2.64,2.12,1.28,1.43,3.54,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-25,Khenchela,Ben Aknoun,0,0,,,,,2.94,3.01,1.39,1.38,2.4,2.38,1.49,1.6,2.08,2.05,1.67,1.81,1.86,1.77,1.91,2.07,1.58,1.49,2.24,2.59,1.43,1.42,2.56,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-11-25,Kabylie,Biskra,1,1,,,,,,,,,,,,,2.65,2.66,1.45,1.47,2.34,2.33,1.59,1.62,2.01,1.98,1.82,1.88,1.71,1.68,2.12,2.22,1.54,1.51,2.41,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-01,MC Alger,Magra,4,0,2.65,2.59,1.45,1.48,2.87,2.28,1.4,1.63,2.34,1.93,1.6,1.9,2.04,1.71,1.81,2.13,1.79,1.51,2.03,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-01,El Bayadh,Paradou,1,0,,,,,,,,,,,,,,,,,,,,,2.87,3.16,1.4,1.35,2.26,2.42,1.63,1.58,1.95,2.06,1.87,1.81,1.65,1.73,2.21,2.13,1.36,1.4,3.0,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-01,Constantine,Khenchela,2,0,,,,,,,,,,,,,2.54,2.78,1.49,1.43,2.81,2.5,1.38,1.52,2.45,2.14,1.51,1.72,2.0,1.81,1.78,2.07,1.74,1.6,2.02,2.36,1.5,1.39,2.44,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-02,ASO Chlef,US Souf,2,0,,,,,2.55,2.92,1.46,1.4,2.29,2.35,1.54,1.61,2.0,2.04,1.73,1.82,1.79,1.76,1.99,2.08,1.53,1.49,2.36,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-02,Saoura,ES Setif,0,0,,,,,,,,,,,,,,,,,2.73,2.8,1.44,1.43,2.68,2.42,1.4,1.57,2.15,1.99,1.63,1.87,1.88,1.74,1.88,2.13,1.6,1.49,2.22,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-02,Oran,Kabylie,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2.88,3.11,1.36,1.35,2.35,2.7,1.55,1.46,1.96,2.27,1.82,1.65,1.52,1.81,2.43,2.06,1.33,1.52,3.03,2.57,1.37,1.37,2.97,3.05,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-07,Paradou,MC Alger,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,2.72,2.29,1.45,1.4,2.4,2.75,1.58,1.46,2.06,2.44,1.81,1.38,1.74,2.83,2.12,1.44,1.56,2.6,2.41,1.43,1.42,2.65,2.85
algeria,ligue-1,2023-12-08,Khenchela,El Bayadh,2,0,,,,,,,,,,,,,,,,,2.79,2.96,1.42,1.39,2.94,2.54,1.29,1.53,2.28,2.02,1.5,1.84,1.95,1.75,1.71,2.11,1.66,1.48,2.0,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-08,Kabylie,Ben Aknoun,1,0,,,,,3.04,3.01,1.36,1.38,2.32,2.37,1.44,1.6,2.01,2.04,1.61,1.82,1.79,1.75,1.81,2.1,1.53,1.46,2.15,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-09,US Souf,Saoura,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.98,1.39,1.38,2.72,2.57,1.44,1.52,2.25,2.12,1.65,1.77,1.81,1.72,2.03,2.15,1.58,1.52,2.38,2.51,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-09,Magra,ASO Chlef,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2.83,2.9,1.41,1.4,2.35,2.39,1.6,1.59,2.0,2.04,1.85,1.83,1.6,1.64,2.34,2.28,1.41,1.44,2.85,2.76,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-09,ES Setif,Biskra,2,2,,,,,,,,,,,,,2.66,2.51,1.46,1.52,2.58,2.19,1.43,1.69,2.25,1.85,1.58,2.0,1.9,1.6,1.87,2.36,1.66,1.46,2.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-15,Ben Aknoun,CR Belouizdad,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,2.83,1.38,1.42,2.32,2.29,1.54,1.64,2.06,2.0,1.71,1.85,1.77,1.68,2.01,2.22,1.56,1.49,2.33,2.59,,,,,,,,
algeria,ligue-1,2023-12-15,El Bayadh,USM Alger,1,1,,,,,,,,,,,,,,,,,3.91,4.23,1.22,1.23,3.42,3.65,1.27,1.29,2.52,2.62,1.47,1.51,2.09,2.15,1.68,1.73,1.78,1.8,2.01,2.07,1.42,1.43,2.71,2.89,1.29,1.31,3.32,3.59,1.22,1.23,3.88,4.24,1.14,1.15,5.21,5.88,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-15,Constantine,Kabylie,2,0,,,,,,,,,,,,,,,,,,2.76,,1.44,,2.37,,1.6,,1.94,,1.91,,1.69,,2.19,,1.45,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-15,ASO Chlef,Paradou,1,1,,,,,,,,,,,,,,,,,,2.74,,1.45,,2.37,,1.6,,1.95,,1.9,,1.71,,2.16,,1.47,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-16,US Souf,ES Setif,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,1.38,,2.57,,1.52,,2.12,,1.76,,1.72,,2.15,,1.52,,2.51,,1.37,,3.05,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-16,Saoura,Magra,2,1,,,,,,,,,,2.75,,1.44,,2.32,,1.63,,2.01,,1.85,,1.66,,2.24,,1.47,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-16,Oran,Biskra,0,1,,,,,,,,,,,,,,,,,,2.98,,1.38,,2.67,,1.47,,2.1,,1.75,,1.83,,2.04,,1.55,,2.48,,1.28,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-16,MC Alger,Khenchela,3,0,,,,,,,,,,2.58,,1.5,,2.2,,1.68,,1.9,,1.95,,1.56,,2.45,,1.4,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-22,Biskra,Ben Aknoun,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-22,Khenchela,ASO Chlef,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-22,Kabylie,El Bayadh,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-22,Paradou,Saoura,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,ligue-1,2023-12-23,Magra,US Souf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
